MATERIAL	DESCRIÇÃO DO MATERIAL	Tipo de Material
4533	CAIXA BOTOEIRA 22MM MURAIS VAZIA BMX103 3 FUROS	OUTROS
4534	BOCAL PORCELANA E27 ESTRIADO	OUTROS
4535	PLUGUE 2P+T 180 GRAUS MACHO CORES PADRÃO 10A	OUTROS
4536	LÂMPADA INCANDESCENTE 150WX110V E27	OUTROS
4537	INTERRUPTOR TEC.16000 BCO	OUTROS
4538	BOTÃO COGUMELO C/TRAVA 40MM VERMELHO NF	OUTROS
4540	BORNE P/ 4MM BO529 VERMELHO	OUTROS
4541	BOTÃO DE COMANDO NORMAL C/RETENÇÃO XB7-EH25 NANF	OUTROS
4542	APLICADOR P/FITA DE EMPACOTAMENTO ATÉ 2" - 50MM	OUTROS
4543	SINALEIRO ZB 110V VERMELHO	OUTROS
4545	TESOURÃO 18'' CORTA CABOS	FERRAMENTAL
4547	TRANSFORMADOR DE CORRENTE INTERNO SÉRIE BCS-10B 15kV 50/5A	OUTROS
4548	TRANSFORMADOR DE CORRENTE INTERNO SÉRIE BCS-10B 15kV 30/5A	OUTROS
4550	CHAVE DE AFERIÇÃO DE SOBREPOR TS-10S	FERRAMENTAL
4554	CADERNO ESPIRAL CAPA FLEX 1/4 96 FL.	ESCRITÓRIO
4555	MEDIDOR ION 8600A - FUNÇÃO:P8600A0C0H6E0A0A	OUTROS
4556	MEDIDOR ION 7650A 5MB 512 ETH - FUNÇÃO - B7650A0C0B6E0A0A	OUTROS
4559	CHAVE FUSÍVEL 15kV/300A, C/SUPORTE, CARTUCHO CINZA	FERRAMENTAL
4561	CESTA BÁSICA -RJ02  "ALIMENTAÇÃO" 16,7KG	OUTROS
4562	CESTA BÁSICA  "LIMPEZA" 4,5KG	OUTROS
4564	CAPACETE DE SEG. POLIETILENO VERM. ABA FRONTAL S/ SUSPENSÃO C/ ACOPLAMENTO S/ JULGULAR TAM. UNICO	EPI
4565	EMPILHADEIRA A COMBUSTÃO IMPORTADA, MODELO 200-H2X392U03089	OUTROS
4566	CAPACETE DE SEG. POLIETILENO AMARELO ABA FRONTAL C/ SUSP. REG. C/ ACOPLAMENTO C/ JUGULAR TAM. UNICO	EPI
4567	BOTA DE SEG. VAQUETA PRETA C/ ELASTICO C/ BIQUEIRA S/ METATARSO N°41	EPI
4568	ESTANHO PARA SOLDA EM ROLO 250 GR.	OUTROS
4569	LUBRIFICANTE SPRAY 300ML	OUTROS
4570	ESPONJA VEGETAL PARA FERRO DE SOLDA	OUTROS
4571	FITA ISOLANTE ROLO C/ 5 METROS	OUTROS
4575	MAÇANETA EXTERNA MODELO MB 710/1618 PARA VEÍCULO	OUTROS
4576	FITA DE POLIPROPILENO TRANSPARENTE 48 X 100 MTS	OUTROS
4577	TRANSFORMADOR 500 VA BIVOLT HI TECH	OUTROS
4578	PARAFUSO SEXTAVADO C/ ROSCA SOBERBA 3/16"X50	OUTROS
4579	INTERRUPTOR FACIL PL 1 MODELO 6219 LINHA SIENA	OUTROS
4580	CAIXA PADRÃO DE SOBREPOR 6203 SIENA FACIL MODELO 6690	OUTROS
4581	CANALETA COM TAMPA MED.20X10X2000 MODELO 6201 SIENA FACIL	OUTROS
4582	TAMPA CEGA P/ CONDULETE REF. 1/2 - 3/4	OUTROS
4583	TOMADA PARA TELEFONE TIPO JACK RJ 45 REF 8 V 6168 MODELO SIENA BR	OUTROS
4584	GRAMPEADOR ECOLÓGICO MODELO Gw600	ESCRITÓRIO
4587	CONJUNTO PORTÁTIL DE AFERIÇÃO CPA 50 MARCA NANSEN	OUTROS
4589	CONJUNTO DE MEDIÇÃO POLIM TP/TC 10/5A	OUTROS
4592	CAIXA METÁLICA-SMF 1020x740x250MM BEGE REAL7032 PINTURA ELETROSTATICA	OUTROS
4593	CAIXA METÁLICA-SMF 770x670x280MM BEGE REAL7032 PINTURA ELETROSTATICA	OUTROS
4594	DOBRADIÇA GONZO 3/4''	OUTROS
4595	DISCO LIXA 4. 1/2	OUTROS
4596	DISCO DESBASTE 4.1/2''	OUTROS
4597	UNIÃO SOLDAVEL 32MM	OUTROS
4598	ENTRADA HIDRAULICA 300MM	OUTROS
4599	CONJUNTO DE FECHAMENTO (BOIA HIDRAULICA)	OUTROS
4600	TERMINAL OLHAL 2.70-6.60MM AN2450 AMARELO	OUTROS
4601	TAMPÃO P/ CAIXA MULT 3/4'' REFERENCIA 56114052	OUTROS
4602	FAIXA MED. 0.7 X 2.00MTS CONFEC. EM LONA COM IMPRESSÃO DE ALTA RESOL.	OUTROS
4605	CINTA ERGONOMICA REFLETIVA C/ SUSPENSÓRIO TAM G	EPI
4606	COLA BRANCA 1000g.	ESCRITÓRIO
4607	FITA PLÁSTICA TRANSPARENTE 45X30	OUTROS
4608	FLOCOS EM CUBOS ITA 1X2 KG	OUTROS
4609	SERVIÇO DE CHAVEIRO, CONFECÇÃO CARIMBOS, PLACAS, BANNERS, ADESIVOS, OUTROS	OUTROS
4610	MEMÓRIA PL MOD.DDR2.66 7.2GB KINGSTON	OUTROS
4611	MEMÓRIA PL MOD.DDR2.66 7.2GB NOTEBOOK KINGSTON	OUTROS
4612	HIPOT MODELO ITD-101, 5KV	OUTROS
4620	CABO DE ALUMÍNIO 15KV BLOQUEADO 35MM² MODELO XLPE	OUTROS
4621	CABO DE ALUMÍNIO 15KV BLOQUEADO 50MM² MODELO XLPE	OUTROS
4622	PLATAFORMA PARA ANDAIME	OUTROS
4623	BASTÃO PARA BERÇO	EPC
4625	BASTÃO PARA TORNIQUETE	EPC
4626	BASTÃO PARA TENSORES	EPC
4627	BASTÃO GARRA 2 1/2	EPC
4628	BASTÃO GARRA 1 1/2	EPC
4629	TRAVESSA DIAGONAL	OUTROS
4630	TRAVESSA LATERAL	OUTROS
4631	BASTÃO UNIVERSAL	EPC
4632	BANQUETA ISOLANTE	EPC
4633	VARA DE MANOBRA SECCIONÁVEL	FERRAMENTAL
4635	COMPRESSOR 7000 BTUS	OUTROS
4636	ANDAIME	OUTROS
4638	LUVA DE BORRACHA MT	EPI
4644	VARA DE MANOBRA TELESCOPICA	FERRAMENTAL
4645	TECLADO USB	OUTROS
4646	MEMÓRIA MOD.DDR2 1GB	OUTROS
4647	MEMÓRIA MOD. DDR3 2GB	OUTROS
4648	CONECTOR RJ-45 FÊMEA	OUTROS
4649	BISNAGA DE PASTA TÉRMICA 5G	OUTROS
4650	NO BREAK APC 1500VA A 120V - BR1500G	OUTROS
4651	HEADSET P2	OUTROS
4653	PLACA MÃE H61M C/VÍDEO, SOM, REDE SK-1155	OUTROS
4654	PROCESSADOR INTEL CORE i3 3.30 Ghz SK-1155	OUTROS
4655	MEMÓRIA MOD.DDR3 1333 Mhz 4GB	OUTROS
4656	HD 1 TB SATA	OUTROS
4657	GABINETE ATX C/USB FRONTAL	OUTROS
4658	PALLET DE EUCALIPTO 1,00 X 1,00 X 0,15M	OUTROS
4659	PALLET DE EUCALIPTO 1,10 X 1,10 X 0,15M	OUTROS
4661	PORTA FOLDER ACRÍLICO C/BOLSA NO FORMATO A4 ESPESSURA 3MM	OUTROS
4664	CAMISA POLO MASCULINA C/LOGO 3C BORDADO COR PRETA TAM.P	OUTROS
4665	CAMISA POLO MASCULINA C/LOGO 3C BORDADO COR PRETA TAM.M	OUTROS
4666	CAMISA POLO MASCULINA C/LOGO 3C BORDADO COR PRETA TAM.G	OUTROS
4667	CAMISA POLO MASCULINA C/LOGO 3C BORDADO COR PRETA TAM.GG	OUTROS
4668	CASACO PRETO MOLETON CINZA FECHADO TAM.M	OUTROS
4669	CASACO PRETO MOLETON CINZA FECHADO TAM G	OUTROS
4670	CASACO PRETO MOLETON CINZA FECHADO TAM.GG	OUTROS
4671	SERVIDOR EM RACK EDGE R410 11G	OUTROS
4672	NOTEBOOK SONY MODELO VAIO VPCSB4AFX13	OUTROS
4674	ESCADA DUPLA EXTENSÍVEL EM FIBRA DE VIDRO TAM. 4.22M	OUTROS
4675	MEDIDOR ION 8600B FUNÇÃO: P8600B7E0H6E0A0A	OUTROS
4676	MEDIDOR ION 8600A FUNÇÃO: P8600A7E0H6E0A0A	OUTROS
4677	MEDIDOR ION 7650A 5MB 512 FUNÇÃO:P7650A0C0B6A0A0A	OUTROS
4678	MEDIDOR ION 8650 32MB 1/5A ETH FUNÇÃO: M8650C0C0H6E0A0A	OUTROS
4679	MEDIDOR DE ENERGIA ION 7650 FUNÇÃO B7650A1C0B6E0A0A	OUTROS
4680	MEDIDOR ION 8600C 2MB FT21-9PAINEL 5A AUX 65-120VAC RS 232/485 FUNÇÃO: P8600C4C0H6A0A0A	OUTROS
4681	MEDIDOR ION 7650A 5MB 1024 5A 60Hz ETH MODEM 56K	OUTROS
4682	MEDIDOR ION 8600A 10MB FT21-9 CB 5A AUX 65-120VAC 50Hz RS232/485 SL FUNÇÃO: P8600A7C0H5A0A1A	OUTROS
4683	MEDIDOR ION 8600B 4MB FT21-35 5A 60Hz RS 232/485	OUTROS
4684	MEDIDOR ELETRONICO 1F 240V 15 100A 2F 1EL RG CI BN	OUTROS
4685	ÁGUA CANALIZADA (CEDAE)	OUTROS
4686	PLACA EM ACRÍLICO 50X50CM - ESPESSURA 3MM	OUTROS
4687	ADESIVOS LAMINADOS 50X50CM	OUTROS
4689	MEDIDOR ION 8600B 4MB 5A AUX 65-120VAC 60HZ  FUNÇÃO:P8600B0C0H6E1A0B	OUTROS
4690	MEDIDOR ION 7650B  10MB  512 ETH FUNÇÃO:P7650B0C0B6E0A0A	OUTROS
4693	TRANSFORMADOR ELEVADOR DE TENSÃO 220/380V A SECO DE 7,5kVA TRIFÁSICO	OUTROS
4694	PARAFUSO ALLEN INOX M6X50MM 1.0MM DIN 912	OUTROS
4695	PORCA SEXTAVADA ZINCADA M6X1.00MM	OUTROS
4696	BARRA ROSCADA ZINCADA UNC-13 1/4''X1M	OUTROS
4697	PREGO C/ CABEÇA 22X42 - 3.3/4X5	OUTROS
4698	PREGO C/ CABEÇA 18X27 - 2.1/2X10	OUTROS
4699	CHAPA DE MDF 18MM - 1,83X2,75M	OUTROS
4700	KIT CS COMPLETA	OUTROS
4701	KIT ACOPLADOR	OUTROS
4702	KIT MACROMEDIÇÃO	OUTROS
4703	KIT COLETOR	OUTROS
4704	PARAFUSO SEXTAVADO LATÃO 1/4''X1''	OUTROS
4705	ISOLADOR PAR 30X40MM 3/8''	OUTROS
4706	MICROCOMPUTADOR LENOVO EDGE 71 2120M 4GB 500GB WINDOWS 7 PRO 64	OUTROS
4708	TRANSFORMADOR DE POTENCIAL INTERNO SÉRIE BPS-11I 15kV 13800/R3 115V	OUTROS
4709	TRANSFORMADOR DE POTENCIAL INTERNO SÉRIE BPS-10l 15kV 13800/R3 115V	OUTROS
4710	TRANSFORMADOR DE CORRENTE INTERNO SÉRIE BCS-11 15kV 20/5A	OUTROS
4711	TRANSFORMADOR DE CORRENTE INTERNO SÉRIE BCB-010 15kV  400/5A	OUTROS
4712	FORMULÁRIO LTM	OUTROS
4714	TABULEIRO CAM	OUTROS
4715	DIVISORIAS CAMII	OUTROS
4718	COMPUTADOR MOD.DESKTOP HP ALL IN ONE 120-1100BR	OUTROS
4719	NOTEBOOK HP PAVILION DM4 2035BR	OUTROS
4723	CORTINA DE PVC CRISTAL 2.0 X 2.90Alt X 2.50 Larg	OUTROS
4726	COLCHÃO SOLTEIRO 0.78X1.88X10 DENSIDADE-D23  SAN DIEGO	OUTROS
4727	TACÓGRAFO DE DISCO 180KM P/ 24 HORAS	OUTROS
4731	TERMINAL LEITURA IHD RF 120V	OUTROS
4732	MODULO COMUNICAÇÃO RF	OUTROS
4734	TERMINAL FEMEA 4 MM C/TRAVA GRD (CONEXÃO SWITCH)	OUTROS
4736	GELO SECO	OUTROS
4739	PARA-RAIO ELETRÔNICO DIM 15 KV 175 VAC	OUTROS
4741	FITA DE DEMARCAÇÃO TECTAPE 50X30M COR AMARELA	OUTROS
4742	DISCO DE CORTE PARA REFRATÁRIO	OUTROS
4743	DUREPOXI LENTO 2HORAS, 250 G.	OUTROS
4745	MANGUEIRA MARCA KANAFLEX, 3 POLEGADAS	OUTROS
4746	TERMINAL A COMPRESSÃO 25MM	OUTROS
4747	CONECTOR PARAFUSO FENDIDO SIMPLES, 25MM, COR COBRE, PEC 404	OUTROS
4748	CABO RÍGIDO NU 25MM	OUTROS
4749	PISTOLA DE COLA QUENTE, TAMANHO PEQUENO, 15W BIVOLT	OUTROS
4750	ARALDITE ADESIVO HOBBY, 23 GRAMAS, 10 MINUTOS	OUTROS
4752	MEDIDOR ELETRÔNICO 3F 240V 15-120A	OUTROS
4753	CESTA BASICA	OUTROS
4754	NOTEBOOK HP INTEL CORE i3-2310M (2.10 GHz, 3 MB de cache L3); DDR3 SDRAM -4 GB	OUTROS
4755	CAIXA PAPELAO ONDULADA DUPLEX C/4 CX AUX C/ LOGO	OUTROS
4756	PRENSA-CABO DE 1 1/2"  ABERTO "VERSÃO ANTIGA"	OUTROS
4811	SARRAFO DE EUCALIPTO DE 0.92 X 0.10 X 0.025M	OUTROS
4812	SARRAFO DE EUCALIPTO DE 1.40 X 0.10 X 0.025M	OUTROS
4813	SARRAFO DE EUCALIPTO DE 1.135 X 0.10 X 0.025M	OUTROS
4814	SARRAFO DE EUCALIPTO 101 X 10 X 0,25M	OUTROS
4815	SARRAFO DE EUCALIPTO 105X10X0,25M	OUTROS
4816	SARRAFO DE EUCALIPTO 101,5X10X0,25M	OUTROS
4825	DISPLAY CAM 127V MODELO RR915-D	OUTROS
4826	DISPLAY CAM 240V MODELO RR915-D	OUTROS
4827	CAIXA DISJUNTOR BT 100A PM-1759 I1	OUTROS
4835	MARTELO C/CABO TIPO BOLA DE 600G	FERRAMENTAL
4840	TALHADEIRA DE AÇO DE 25MMX200MM	FERRAMENTAL
4852	FITA ISOLANTE PVC  0.18 X 20M - COR BRANCA	OUTROS
4853	FITA ISOLANTE PVC  0.18 X 20M - COR VERDE	OUTROS
4854	DISPLAY TIPO CRACHÁ P/RETROVISOR VEÍCULO	OUTROS
4855	SELO P/FITA DE POLIESTER 16MM	OUTROS
4863	PARAFUSO PHILIPS 1/4 X 2"	OUTROS
4867	PARAFUSO PHILIPS 1/4 X 3/8	OUTROS
4870	ARRUELA DE PRESSÃO M3 X 20MM	OUTROS
4875	PARAFUSO ROSQUEADO DUPL 450X200X16MM DNQ 199012	OUTROS
4876	PARAFUSO CABEÇA LIMÃO C/FENDA FERRO  ZINCADO 1/4"  X 1/2"	OUTROS
4905	PLACA POLIESTER "PLACA POLIESTER "USO OBRIG. DOS OCULOS" 20X30CM	OUTROS
4914	CONECTOR PERFURANTE ISOLADO AL/CU 25 X 95MM² "OBSOLETO"	OUTROS
4917	RADIO RF	OUTROS
4923	PONTEIRO PHILIPS P/PARAFUSO TIPO P.2	FERRAMENTAL
4924	LENÇOL BORRACHA ISOLADO BT CLASSE 0	EPC
4929	CONJUNTO DO CONTATO MÓVEL	OUTROS
4934	LANTERNA ELETRÔNICA LIGHT BAT SEL RECARR	OUTROS
4941	ETIQUETA ADESIVA TRANSPARENTE 19X3.2CM 02 CORES MODULO CONTROLE	OUTROS
4947	MEDIDOR ELETRÔNICO MONOFASICO MEP03 120V	OUTROS
4948	FURADEIRA DE IMPÁCTO DE1/2" - 110V-500W "OBSOLETO"	FERRAMENTAL
4950	SARRAFO DE EUCALIPTO DE 79 X 0.10 X 0.020M	OUTROS
4951	SARRAFO DE EUCALIPTO DE 107 X 0.10 X 0.020M	OUTROS
4956	CAIXA P/PAINEL INDIRETO TAM.400 X400 X 3 "OBSOLETO"	OUTROS
4960	CHAVE FUSÍVEL DIST. 13.8- 15kV/100A - CS-10A	FERRAMENTAL
4966	FORMULÁRIO "APR-ANÁLISE DE PERIGOS E RISCOS" C/50 FLS (50X11/1 PRETO)	OUTROS
4985	PARA-RAIO ELETRÔNICO DIM  127V 13KA	OUTROS
4986	ALCOOL ETÍLICO HIDRATADO 92,8°	OUTROS
4987	PARAFUSO RM CABEÇA REDONDA 3/19 X 1/2 C/ PORCA	OUTROS
4988	MICROCONTROLADOR P/ MÓDULO DE CONTROLE  JDC02H	OUTROS
4989	QUADRO DE CORTIÇA 90X120CM C/ MOLDURA DE MADEIRA	OUTROS
4990	CANETA P/ RETROPROJ. / CD 0,5/2MM AZUL	ESCRITÓRIO
4991	CANETA P/ RETROPROJ. /CD 0,5/2MM VERMELHO	ESCRITÓRIO
4992	BOBINA DE PAPEL SEMI-KRAFT 80G C/ 60CM / 240M	OUTROS
4994	LIVRO DE PROTOCOLO 1/4 100FL	ESCRITÓRIO
4997	SUPORTE PARA COPOS ACRÍLICO / INOX	OUTROS
5003	MEDIDOR ION 8600B 4MB 5A AUX 65-120VAC 60HZ  RS232/485 ETH FUNÇÃO:P8600B0C0H6E1A0A	OUTROS
5004	MEDIDOR  ION 8600C 2MB 1A AUX 65-120VAC 60HZ  RS232/485 ETH FUNÇÃO:P8600C0E0H6E1A0A	OUTROS
5005	MEDIDOR  ION 8600B 4MB FT21-9 CABO 5A AUX 60HZ RS232/485 ETH - P8600B7C0H6E1A0A	OUTROS
5006	MEDIDOR ION 8600C 2MB 5A AUX 65-120VAC 60HZ ETH IRIG-B  4SD 3ED FUNÇÃO:P8600C0C0H6E1B0B	OUTROS
5007	MEDIDOR  ION 8600A 10MB 5A AUX 65-120VAC - P8600A0C0H6E1A0A	OUTROS
5008	MEDIDOR  ION 8600B 4MB 5A AUX 65-120VAC  60HZ  RS232/485 ETH- P8600B0C0H6E1A0A	OUTROS
5009	MEDIDOR  ION 8600C 2MB 5A AUX 65-120VAC  60HZ  RS232/485 ETH- P8600C0C0H6E1A0A	OUTROS
5010	MEDIDOR  ION 8600A 10MB  FT21-9 PAINEL  5A AUX   60HZ  RS232/485 ETH	OUTROS
5011	MEDIDOR  ION 8600A 10MB  1A AUX  65-120VAC  60HZ  RS232/485 ETH FUNÇÃO:P8600A0E0H6E1A0A	OUTROS
5017	PLACA EM PVC "PESADO A PARTIR DE 23KG UTILIZAR 2 PESSOAS P/MOVIMENTAR" 30X30CM	OUTROS
5018	CANETA ESFEROGRÁFICA DE PVC PRATA E TRANSLÚCIDA LARANJA C/LOGO CAM	ESCRITÓRIO
5019	CORTA VERGALHÃO 24"	FERRAMENTAL
5020	TIMBRADOS COR 4/0 PAPEL OFFSET 75G/M² (5.000 MIL)	OUTROS
5021	PARAFUSO P/CARTUCHO DE CHAVE FUSÍVEL	OUTROS
5022	CONECTOR TERMINAL DE 70"	OUTROS
5023	BUFFET TÉRMICO P/ALIMENTOS	OUTROS
5024	ADAPTADOR UNIVERSAL DE TOMADAS	OUTROS
5025	LONA CARRETEIRO AZUL 6X4	OUTROS
5026	PLACA POLIESTER "USO OBRIGATÓRIO DAS BOTAS" 20X30CM	OUTROS
5027	PLACA POLIESTER "USO OBRIGATÓRIO DO CAPACETE" 20X30CM	OUTROS
5028	PLACA POLIESTER "USO OBRIGATÓRIO DE LUVAS" 20X30CM	OUTROS
5029	PLACA POLIESTER "PROIBIDO FUMAR LEI FEDERAL" 20X30CM	OUTROS
5030	LIMPA CONTATO ELETRONICO N1 230ML CIENTIFICO	OUTROS
5031	OLEO LUBRIFICANTE WD40 300ML	OUTROS
5032	LEITOR DE CODIGO BARRA  S/BANCARIO	OUTROS
5035	PARA-BRISA FORD CARGO 11/DG	OUTROS
5036	LONA CARRETEIRO AZUL 8X6	OUTROS
5037	LUVA ULTRANE PLUS MAPA 557 TAM.6	EPI
5038	LUVA ULTRANE PLUS MAPA 557 TAM.7	EPI
5039	LUVA ULTRANE PLUS MAPA 557 TAM.8	EPI
5041	LUVA ULTRANE PLUS MAPA 557 TAM.10	EPI
5042	MANGOTE LONA C/AJUSTE EM VELCRO	EPC
5043	COPO PLÁSTICO DESCARTÁVEL 180ML	OUTROS
5044	SERVIDOR HP-SRV DL360E G8 E5-2430 SB	OUTROS
5045	HD 500GB 6G SATA 7.2k 3.5in LFF SC MDL Hotplug HP	OUTROS
5046	HP-PRO E5-2430 2.2 DL360E G	OUTROS
5047	HP 4GB 1R 4 PC3L 10600R 9 KIT	OUTROS
5051	CANETA E LAPISEIRA EM ALUMINIO LARANJA ANDONIZADO	ESCRITÓRIO
5052	BLOCO CAM CAPA DURA 15CMX21CM	OUTROS
5063	LACRE DE SEGURANÇA SEMI-BARREIRA - MOD.SRA AZUL	OUTROS
5065	LACRE DE SEGURANÇA SEMI-BARREIRA - MOD.SRA LILÁS	OUTROS
5069	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L MOD. YIUKUN	OUTROS
5070	PARA-RAIOS DISTRIBUIÇÃO 30kV-10kA  C/SUPORTE L - YIUKUN	OUTROS
5072	KIT ESPECIAL 115 MARCA SEARA	OUTROS
5073	COFRE ELETRÔNICO OFFICE TOP	OUTROS
5074	QUADRO DIST EMB 12/16 DISJ PORTA BCA C/ BARRAMENTO	OUTROS
5075	CAIXA DE PASSAGEM 40X40 EM AÇO EMB	OUTROS
5076	CONDUITE CORRUGADO 3/4" AMARELO	OUTROS
5077	CAIXA DE LUZ 4X2 AMARELA TIGRE	OUTROS
5078	CAIXA DE LUZ 4X4 AMARELA TIGRE	OUTROS
5081	PLACA EM PVC 2MM, 25X20 "PONTO DE ENCONTRO 01"	OUTROS
5082	PLACA EM PVC 2MM, 40X25, "AREA PARA FUMANTES"	OUTROS
5083	PLACA EM PVC 2MM, 40X25 "PROIBIDO OPERAR SEM AUTORIZAÇÃO'	OUTROS
5084	PLACA EM PVC 2MM, 40X25 "USO DE EPI'S OBRIGATORIOS"	OUTROS
5085	PLACA EM PVC 2MM, 25X20 "PONTO DE ENCONTRO 02"	OUTROS
5086	ÁGUA MINERAL PP 20 LITROS	OUTROS
5087	PORTA PALETES CONVENCIONAL	OUTROS
5088	BUCHA S COM PARAFUSO S7 PP NYLON	OUTROS
5089	FITA ISOLANTE 3M IMPERIAL 19MMX20M	OUTROS
5090	TUBO GALVANIZADO 1 1/4" LEVE	OUTROS
5091	TUBO GALVANIZADO 1" LEVE	OUTROS
5092	CURVA GALVANIZADA 1 1/4	OUTROS
5093	CURVA GALVANIZADA 1"	OUTROS
5094	CONDULETE "LR" 1 1/4" SEM ROSCA	OUTROS
5095	CONDULETE "LR" 1" SEM ROSCA	OUTROS
5096	PLACA PARA CONDULETE 1" CEGA	OUTROS
5097	ABRAÇADEIRA COPO 1 1/4	OUTROS
5098	ABRAÇADEIRA COPO 1"	OUTROS
5099	TV 24 POLEGADAS, MARCA LG, MOD. LED M2451D FHD/ DTV/ USB	OUTROS
5100	FECHADURA ELETRICA MARCA AMELCO, 2 FLS EXT.35E	OUTROS
5101	MEDIDOR ELETRÔNICO TRIFÁSICO MTSE02 A1, 120V	OUTROS
5102	MEDIDOR ELETRÔNICO MONOFÁSICO MEP01D-PLC1,120V, C/ CORTE	OUTROS
5103	METALON 50 X 20 (0,90)	OUTROS
5104	ESTRADO ISOLANTE	OUTROS
5105	CAIXA PARA FRUTAS VH ( PP VIRGEM)	OUTROS
5107	CARTÃO DE PROXIMIDADE	OUTROS
5108	CARREGADOR DE BATERIA	OUTROS
5111	PLACA ELETRONICA PRINCIPAL HW18K	OUTROS
5112	ÁGUA MINERAL 01 X  20L S/ GÁS INDAIÁ	OUTROS
5114	COLA LOCTITE 460 20G	OUTROS
5116	NOTEBOOK HP PAVILI ON DM4-2095 BR LSO18	OUTROS
5117	NOTEBOOK ELCOMO SILVER 01 CORE I3	OUTROS
5118	NOTEBOOK LENOVO G4 70 59-337393	OUTROS
5119	WINDOWS 8 OEM PRO 64 BITS CORPORATIVO	OUTROS
5120	ALGARISMO CHAPA 050,0MM REX 112 REX	OUTROS
5121	LATEX SUVINIL BASE C COR 151-CPANTONE GL 3.200	OUTROS
5123	FECHADURA TUBULAR 90MM PRETA	OUTROS
5124	CILINDRO PARA FECHARDURA	OUTROS
5126	ALFABETO CHAPA 050,0 MM REX 122 REX	OUTROS
5129	COPO 50ML C/100 BR MINIPLAST	OUTROS
5133	PINCEL ATOMICO AZUL 1100P	OUTROS
5135	DESODOR AMBIENTAL LAVANDA 360 ML	OUTROS
5136	PASTA CATALOGO C/ 50 SACOS PRETA	OUTROS
5137	PAPEL TOALHA 1250 FL	OUTROS
5138	FITA 3M P/ EMPACOTAR PVC 45X45	OUTROS
5139	ETIQUETA VERMELHA 30X30	OUTROS
5140	ETIQUETA AMARELA 30X30	OUTROS
5141	ETIQUETA AZUL 30X30	OUTROS
5142	ETIQUETA VERDE 30X30	OUTROS
5143	ETIQUETA CINZA 30X30	OUTROS
5144	ETIQUETA BRANCA 30X30	OUTROS
5145	ETIQUETA LARANJA 30X30	OUTROS
5146	CONJUNTO DE BALANÇO ENERGETICO	OUTROS
5147	CONTADOR DE ELETRICIDADE	OUTROS
5148	DISPLAY REMOTO	OUTROS
5149	CONJUNTO DE MEDIÇÃO LOCAL	OUTROS
5150	CONJUNTO DE MEDIÇÃO REMOTO	OUTROS
5151	DRACON SEM CAIXA SEM SENSOR	OUTROS
5153	MEDIDOR PADRÃO DE ENERGIA ELÉTRICA MODELO PRS1.3 SÉRIE- 26105	OUTROS
5155	MEDIDOR PADRÃO TRIFÁSICO DE ENERGIA	OUTROS
5156	PADRÃO DE ENERGIA TRIFÁSICO, MARCA RADIAN, MODELO RD 30-221, nº 300247	OUTROS
5158	CHAPA RUBR 1800/1200/12,5	OUTROS
5162	MICRO RETIFICA DREMEL 3000	OUTROS
5164	TRANSFORMADOR DE CORRENTE INTERNO SÉRIE BCS-10B 15kV 30/5A COM FIXAÇÃO EM BASE DE FERRO	OUTROS
5167	CONDULETE "C" 1" S/ ROSCA	OUTROS
5168	LUVA S/ ROSCA 1 1/4" S/ VEDAÇÃO	OUTROS
5169	LUVA S/ ROSCA 1" S/ VEDAÇÃO	OUTROS
5170	CABINHO AUTOPLASTIC 16.00MM 750V PRETO (2)	OUTROS
5171	CABO LOGICO CINZA FAST LAN S/ BLIND CAT 6 24 AWG	OUTROS
5172	CONDULETE DE 1 1/4 - TIPO C COM TAMPA CEGA S/ ROSCA	OUTROS
5173	ANILHA NUMERO "1" PARA CABO DE 6MM	OUTROS
5174	BOX RETO DE 3/4"	OUTROS
5175	CABO RIGIDO 6.00MM 750V PRETO	OUTROS
5176	CAIXA BT 12	OUTROS
5177	ETIQUETA DE IDENTIFICAÇÃO DOS APARTAMENTOS	OUTROS
5178	TERMINAIS DE CONEXÃO NO BARRAMENTO	OUTROS
5179	ENGATE RÁPIDO DE 2 1/2" PARA 2 1/2"	OUTROS
5180	ENGATE RÁPIDO DE 2 1/2" PARA 1 1/2"	OUTROS
5188	TERMINAL COMPRES. 4-6MM 1F/1C COBRE TEC 403	OUTROS
5189	ANILHA NUMERO "2" PARA CABO DE 6MM	OUTROS
5190	ANILHA NUMERO "3" PARA CABO DE 6MM	OUTROS
5191	BATERIA ZETTA CAVALOS MEC/F4000	OUTROS
5192	PL PCI (N) DWA 525 D-LINK - PLACA DE REDE	OUTROS
5193	FITA P/ROT.BROTHER M231 12MM	OUTROS
5194	MEDALHA DE ALUMÍNIO COM RESINA	OUTROS
5195	TORNEIRA PLASTICA GELÁGUA ESMALTEC	OUTROS
5196	MANGUEIRA PVC ATOXICA	OUTROS
5197	TORNEIRA PLASTICA GELÁGUA ESMALTEC	OUTROS
5198	ISOLANTE GELAGUA	OUTROS
5199	ISOLADOR ÓPTICO SERIAL	OUTROS
5200	BORNE DE PROTEÇÃO 10V 1,5K	OUTROS
5201	CABO CONFIG/GATE/LINK/SM485(232)	OUTROS
5202	CAIXA PLÁSTICA PEQUENA	OUTROS
5203	IMPRESSORA DE ETIQUETAS E CODIGO DE BARRAS	OUTROS
