PRODUTO	Endereço	Material	Texto breve material	Unidade de medida	 Saldo do sistema 	1ª CONT.	2ª CONT.	3ª CONT.	Posição final Inventariada	Diferença	Custo MÉDIO unitário (base out.) 	Diferença em R$	Total em R$						
4	H2-F1	4399	CAMISA FUNCIONÁRIO BRIM BEGE TAM.PP 38-40 UNIF	UND  	15	15			15	0	 R$ 30,50 	 R$ -   	 R$ 457,50 	H2-F14399			 457,50   		
4	H2-F1	4402	CAMISA FUNCIONÁRIO BRIM BEGE TAM.GG 56-58 UNIF	UND  	31	31			31	0	 R$ 30,50 	 R$ -   	 R$ 945,50 	H2-F14402			 945,50   		
4	H2-F2	8135	PARAF. MAQUINA 3/16 X 1''	UND  	17	17			17	0	 R$ 7,36 	 R$ -   	 R$ 125,12 	H2-F28135			 125,12   		
4	H2-F4	8109	EXTENSÃO 127v 5m 10A C/ 3 TOMADAS	UND  	5	5			5	0	 R$ 15,12 	 R$ -   	 R$ 75,60 	H2-F48109			 75,60   		
4	I1-A1	3588	CALÇA PADRAO ENEL FAIXA REFLETIVA G	UND  	8	8			8	0	 R$ 31,80 	 R$ -   	 R$ 254,40 	I1-A13588			 254,40   		
4	I1-A1	3592	CAMISA PADRAO ENEL  FAIXA REFLETIVA G	UND  	2	2			2	0	 R$ 32,00 	 R$ -   	 R$ 64,00 	I1-A13592			 64,00   		
4	I1-A3	4804	ADAPTADOR DE PILHAS P/ LANTERNA 4 PILHAS GR	UND  	43	43			43	0	 R$ 10,00 	 R$ -   	 R$ 430,00 	I1-A34804			 430,00   		
4	I1-A3	6633	PODÃO ARCOS (P/ PODAR ÁRVORES)	UND  	8	8			8	0	 R$ 61,20 	 R$ -   	 R$ 489,60 	I1-A36633			 489,60   		
4	I1-A3	6634	DISPOSITIVO DE LIMPEZA (ESCOVA DE AÇO)	UND  	3	3			3	0	 R$ 3,80 	 R$ -   	 R$ 11,40 	I1-A36634			 11,40   		
4	I1-A3	7449	ESCOVA DE AÇO	UND  	6	6			6	0	 R$ 3,09 	 R$ -   	 R$ 18,54 	I1-A37449			 18,54   		
4	I1-B3	7061	CORDA DE LINHA VIVA 12MM - ROLO C/ 40 METROS	ROLO	3	3			3	0	 R$ 112,00 	 R$ -   	 R$ 336,00 	I1-B37061			 336,00   		
4	I1-B4	4864	ALICATE FUSINEC P/FIXAÇÃO DE FITA AÇO	UND  	6	6			6	0	 R$ 80,00 	 R$ -   	 R$ 480,00 	I1-B44864			 480,00   		
4	I1-B4	5526	CORDA P/AMARRAR ESCADA - 3 METROS - ESPESSURA DE 10MM	UND  	45	45			45	0	 R$ 76,00 	 R$ -   	 R$ 3.420,00 	I1-B45526			 3.420,00   		
4	I1-C1	4418	CAMISA AZUL P/SUPERVISOR TAM XG UNIF	UND  	3	3			3	0	 R$ 30,50 	 R$ -   	 R$ 91,50 	I1-C14418			 91,50   		
4	I1-C1	4429	CALÇA EM BRIM AZUL ROYAL TAM.M UNIF	UND  	41	20	41		41	0	 R$ 24,76 	 R$ -   	 R$ 1.015,16 	I1-C14429			 1.015,16   		
4	I1-C3	4828	CANTONEIRA PAPELÃO  P/EMBALAGEM DE 15CM	UND  	461	461			461	0	 R$ 0,51 	 R$ -   	 R$ 235,11 	I1-C34828			 235,11   		
4	I1-C4	5012	PARAFUSO FENDA 1/4' X 3/8'	UND  	3600	3.600			3600	0	 R$ 0,02 	 R$ -   	 R$ 72,00 	I1-C45012			 72,00   		
4	I1-C4	6630	CATRACA CORRENTE DISPOS. P/ TRACIONAR CABO	UND  	6	3	6		6	0	 R$ 800,50 	 R$ -   	 R$ 4.803,00 	I1-C46630			 4.803,00   		
4	I1-D1	4391	CALÇA SUPERVISOR TECIDO SOL A SOL VERDE TAM.40 - UNIF	UND  	5	5			5	0	 R$ 24,76 	 R$ -   	 R$ 123,80 	I1-D14391			 123,80   		
4	I1-D1	4430	CALÇA EM BRIM AZUL ROYAL TAM.P UNIF	UND  	44	20	44		44	0	 R$ 24,76 	 R$ -   	 R$ 1.089,44 	I1-D14430			 1.089,44   		
4	I1-D4	5527	CORDA - IÇAMENTO - 20 METROS - ESPESSURA DE 1MM	UND  	53	53			53	0	 R$ 34,22 	 R$ -   	 R$ 1.813,66 	I1-D45527			 1.813,66   		
4	I1-E1	4414	CALÇA SUPERVISOR TECIDO SOL A SOL VERDE TAM.48 - UNIF	UND  	4	4			4	0	 R$ 27,00 	 R$ -   	 R$ 108,00 	I1-E14414			 108,00   		
4	I1-E1	4415	CALÇA SUPERVISOR TECIDO SOL A SOL VERDE TAM.50 - UNIF	UND  	3	3			3	0	 R$ 27,00 	 R$ -   	 R$ 81,00 	I1-E14415			 81,00   		
4	I1-E1	4416	CALÇA SUPERVISOR TECIDO SOL A SOL VERDE TAM.58 - UNIF	UND  	2	2			2	0	 R$ 27,00 	 R$ -   	 R$ 54,00 	I1-E14416			 54,00   		
4	I1-E2	4849	"DISCO CORTE P/FERRO 7"" X 1/8"" X 7/8"""	UND  	14	14			14	0	 R$ 7,24 	 R$ -   	 R$ 101,36 	I1-E24849			 101,36   		
4	I1-E2	6646	SACA CARTUCHO	UND  	1	1			1	0	 R$ 65,31 	 R$ -   	 R$ 65,31 	I1-E26646			 65,31   		
4	I1-F1	4431	CAMISA EM BRIM MANGA COMPRIDA AZUL ROYAL TAM.GG-UNIF	UND  	19	19			19	0	 R$ 30,50 	 R$ -   	 R$ 579,50 	I1-F14431			 579,50   		
4	I1-F1	4432	CAMISA EM BRIM MANGA COMPRIDA AZUL ROYAL TAM.M-UNIF	PAR  	27	27			27	0	 R$ 30,50 	 R$ -   	 R$ 823,50 	I1-F14432			 823,50   		
4	I1-F1	4433	CAMISA EM BRIM MANGA COMPRIDA AZUL ROYAL TAM.P-UNIF	UND  	18	18			18	0	 R$ 30,50 	 R$ -   	 R$ 549,00 	I1-F14433			 549,00   		
4	I1-F2	6664	ESTICADOR DE CORREIA	UND  	2	2			2	0	 R$ 99,23 	 R$ -   	 R$ 198,46 	I1-F26664			 198,46   		
4	I1-F3	6627	CAMELÃO P/ CABO 2 A 1/0 DISPOS. P/ TRACIONAR CABO	UND  	8	8			8	0	 R$ 113,38 	 R$ -   	 R$ 907,04 	I1-F36627			 907,04   		
4	I1-F3	6629	CAMELÃO P/ FIO 6 DISPOS. P/ TRACIONAR CABO	UND  	2	2			2	0	 R$ 84,50 	 R$ -   	 R$ 169,00 	I1-F36629			 169,00   		
4	I2-A2	4588	PUNÇÃO DE AÇO ISOLADA 6X150MM	UND  	18	18			18	0	 R$ 7,20 	 R$ -   	 R$ 129,60 	I2-A24588			 129,60   		
4	I2-A2	5509	BROCA 3/16 AÇO RÁPIDO	UND  	15	15			15	0	 R$ 2,65 	 R$ -   	 R$ 39,75 	I2-A25509			 39,75   		
4	I2-A2	5510	BROCA 3/16 VÍDEA PARA CONCRETO	UND  	26	26			26	0	 R$ 1,90 	 R$ -   	 R$ 49,40 	I2-A25510			 49,40   		
4	I2-A2	5512	TALHADEIRA DE AÇO 150/16	UND  	10	10			10	0	 R$ 12,20 	 R$ -   	 R$ 122,00 	I2-A25512			 122,00   		
4	I2-A3	3610	LUVA DE SEGURANÇA ISOLADA BT CLASSE 0 TAM 9,5-EPI	UND  	7	7			7	0	 R$ 245,21 	 R$ -   	 R$ 1.716,47 	I2-A33610			 1.716,47   		
4	I2-A3	5570	BOLSA PARA MANGA ISOLANTE	UND  	19	19			19	0	 R$ 36,00 	 R$ -   	 R$ 684,00 	I2-A35570			 684,00   		
4	I2-B1	6710	BOLSA P/ BASTÃO DE MANOBRA 3200MM	UND  	1	1			1	0	 R$ 56,95 	 R$ -   	 R$ 56,95 	I2-B16710			 56,95   		
4	I2-B2	3563	KIT ABAFADOR DE RUÍDOS	UND  	3	3			3	0	 R$ 63,58 	 R$ -   	 R$ 190,74 	I2-B23563			 190,74   		
4	I2-B2	4613	CUNHA SEPARADORA DE FASES POLÍMERICA	UND  	100	100			100	0	 R$ 28,71 	 R$ -   	 R$ 2.871,00 	I2-B24613			 2.871,00   		
4	I2-B2	5518	RECEPTÁCULO PARA LÂMPADA	UND  	5	5			5	0	 R$ 1,85 	 R$ -   	 R$ 9,25 	I2-B25518			 9,25   		
4	I2-B3	3668	TRAVA QUEDAS P/CORDA TAMANHO 12MM C/ MOSQUETÃO	UND  	38	38			38	0	 R$ 180,00 	 R$ -   	 R$ 6.840,00 	I2-B33668			 6.840,00   		
4	I2-B4	3905	CORDA DE LINHA VIVA 12MM  ROLO C/25 METROS	ROLO	27	7	27		27	0	 R$ 202,86 	 R$ -   	 R$ 5.477,22 	I2-B43905			 5.477,22   		
4	I2-C1	6708	BOLSA P/ BASTÃO DE MANOBRA 3800MM	UND  	2	2			2	0	 R$ 62,86 	 R$ -   	 R$ 125,72 	I2-C16708			 125,72   		
4	I2-C1	8947	CAMISA SOCIAL MASC. INDIGO TAM. M	UND  	1	1			1	0	 R$ 85,80 	 R$ -   	 R$ 85,80 	I2-C18947			 85,80   		
4	I2-C2	5528	MULTÍMETRO LCD 3 1/2 750 VCA	UND  	13	13			13	0	 R$ 45,00 	 R$ -   	 R$ 585,00 	I2-C25528			 585,00   		
4	I2-C2	8729	CALÇA FUNCIONÁRIO BRIM PRETA TAM.M 42-45 UNIF	UND  	2	2			2	0	 R$ 29,90 	 R$ -   	 R$ 59,80 	I2-C28729			 59,80   		
4	I2-C3	4455	CARRETILHA P/IÇAR MATERIAL REF.SE232R	UND  	45	45			45	0	 R$ 72,00 	 R$ -   	 R$ 3.240,00 	I2-C34455			 3.240,00   		
4	I2-D1	3686	CALÇA EM BRIM AZUL ROYAL TAM.G UNIF	UND  	24	24			24	0	 R$ 24,76 	 R$ -   	 R$ 594,24 	I2-D13686			 594,24   		
4	I2-D1	4182	CAMISA PADRAO ENEL  FAIXA REFLETIVA XG	UND  	14	14			14	0	 R$ 36,00 	 R$ -   	 R$ 504,00 	I2-D14182			 504,00   		
4	I2-D1	4949	CALÇA EM BRIM AZUL ROYAL TAM.GG UNIF	UND  	24	24			24	0	 R$ 24,76 	 R$ -   	 R$ 594,24 	I2-D14949			 594,24   		
4	I2-D2	4483	CALÇA ANTI-CHAMAS PADRÃO ENEL TAMANHO GG	UND  	17	17			17	0	 R$ 130,00 	 R$ -   	 R$ 2.210,00 	I2-D24483			 2.210,00   		
4	I2-D2	6401	VARIADOR DE VOLTAGEM MONO,MANUAL, E220V,S0-240V,7,5A,1,8KVA	UND  	2	2			2	0	 R$ 746,82 	 R$ -   	 R$ 1.493,64 	I2-D26401			 1.493,64   		
4	I2-D4	4481	CALÇA ANTI-CHAMAS PADRÃO ENEL TAMANHO G	UND  	57	58	57		57	0	 R$ 132,00 	 R$ -   	 R$ 7.524,00 	I2-D44481			 7.524,00   		
4	I2-E1	3607	"LUVA DE SEGURANÇA ISOLADA DE BORRACHA CLASSE 2;UTIL.17KV-10""EPI"	UND  	20	12	20		20	0	 R$ 480,00 	 R$ -   	 R$ 9.600,00 	I2-E13607			 9.600,00   		
4	I2-E2	4177	CALÇA PADRAO ENEL FAIXA REFLETIVA GG	UND  	23	23			23	0	 R$ 40,00 	 R$ -   	 R$ 920,00 	I2-E24177			 920,00   		
4	I2-E2	4834	"FACÃO P/MATO TAMANHO 20"""	UND  	1	1			1	0	 R$ 18,68 	 R$ -   	 R$ 18,68 	I2-E24834			 18,68   		
4	I2-E3	6628	CAMELÃO P/ CABO 336,4 DISPOS. P/ TRACIONAR CABO	UND  	11	11			11	0	 R$ 200,25 	 R$ -   	 R$ 2.202,75 	I2-E36628			 2.202,75   		
4	I2-E4	4483	CALÇA ANTI-CHAMAS PADRÃO ENEL TAMANHO GG	UND  	10	10			10	0	 R$ 130,00 	 R$ -   	 R$ 1.300,00 	I2-E44483			 1.300,00   		
4	I2-F1	3688	CALÇA P/SUPERVISOR TAM 52 UNIF	UND  	2	2			2	0	 R$ 27,90 	 R$ -   	 R$ 55,80 	I2-F13688			 55,80   		
4	I2-F1	3691	CAMISA EM BRIM MANGA COMPRIDA AZUL ROYAL TAM.G-UNIF	UND  	23	23			23	0	 R$ 30,50 	 R$ -   	 R$ 701,50 	I2-F13691			 701,50   		
4	I2-F1	4446	CALÇA ANTI-CHAMAS AZUL ROYAL TAMANHO P-EPI	UND  	4	4			4	0	 R$ 158,58 	 R$ -   	 R$ 634,32 	I2-F14446			 634,32   		
4	I2-F2	5260	CAVADEIRA RETA, CABO METÁBILICO E SOCADOR	UND  	2	2			2	0	 R$ 36,14 	 R$ -   	 R$ 72,28 	I2-F25260			 72,28   		
4	I2-F3	6659	SERROTE FIXO DE PODA 12	UND  	2	2			2	0	 R$ 98,73 	 R$ -   	 R$ 197,46 	I2-F36659			 197,46   		
4	I2-F3	6660	LAMINA P SERROTE FIXO DE PODA 12	UND  	1	1			1	0	 R$ 41,68 	 R$ -   	 R$ 41,68 	I2-F36660			 41,68   		
4	I2-F3	6662	LAMINA P PODADOR A DISTANCIA	UND  	3	3			3	0	 R$ 51,48 	 R$ -   	 R$ 154,44 	I2-F36662			 154,44   		
4	I2-F4	5259	CAVADEIRA ARTICULADA LIGHT	UND  	1	1			1	0	 R$ 46,90 	 R$ -   	 R$ 46,90 	I2-F45259			 46,90   		
2	B-01-01-2A	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-01-01-2A4977			 984,00   		
2	B-01-01-3A	5068	PORTA FUSÍVEL YKF CO-15 C/PROLONGADOR 2KA - CARTUCHO VERMELHO	UND  	720	720			720	0	 R$ 24,92 	 R$ -   	 R$ 17.942,40 	B-01-01-3A5068			 17.942,40   		
2	B-01-01-4A	5068	PORTA FUSÍVEL YKF CO-15 C/PROLONGADOR 2KA - CARTUCHO VERMELHO	UND  	400	400			400	0	 R$ 24,92 	 R$ -   	 R$ 9.968,00 	B-01-01-4A5068			 9.968,00   		
2	B-01-02-1A	5068	PORTA FUSÍVEL YKF CO-15 C/PROLONGADOR 2KA - CARTUCHO VERMELHO	UND  	720	720			720	0	 R$ 24,92 	 R$ -   	 R$ 17.942,40 	B-01-02-1A5068			 17.942,40   		
2	B-01-02-1B	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-01-02-1B4560			 2.705,00   		
2	B-01-02-2A	5068	PORTA FUSÍVEL YKF CO-15 C/PROLONGADOR 2KA - CARTUCHO VERMELHO	UND  	720	720			720	0	 R$ 24,92 	 R$ -   	 R$ 17.942,40 	B-01-02-2A5068			 17.942,40   		
2	B-01-02-2B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-01-02-2B4729			 4.015,20   		
2	B-01-02-3A	4982	CONE DE SINALIZAÇÃO  C/FURO P/FITA DE 75CM BR/LARANJA EMBORRACHADO	UND  	30	30			30	0	 R$ 27,90 	 R$ -   	 R$ 837,00 	B-01-02-3A4982			 837,00   		
2	B-01-02-3B	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-01-02-3B4977			 984,00   		
2	B-01-02-4A	4953	"CAIXA POLIMETRO DE PROTEÇÃO GERAL MED 200A ""OBSOLETO"""	UND  	4	4			4	0	 R$ 1,00 	 R$ -   	 R$ 4,00 	B-01-02-4A4953			 4,00   		
2	B-01-02-4B	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	239	239			239	0	 R$ 4,10 	 R$ -   	 R$ 979,90 	B-01-02-4B4977			 979,90   		
2	B-02-01-1A	4574	ISOLADOR DE PORCELANA DISCO ANSI 52-1 - 165x140mm	UND  	7	7			7	0	 R$ 9,77 	 R$ -   	 R$ 68,39 	B-02-01-1A4574			 68,39   		
2	B-02-01-2A	3860	MÓDULO DE MEDIDA MODELO MEP01-C/CR  120V 15(100)A  CL1.0 1600imp 60Hz	UND  	221	221			221	0	 R$ 59,30 	 R$ -   	 R$ 13.105,30 	B-02-01-2A3860			 13.105,30   		
2	B-02-01-3A	4974	CHAVE FUSIVEL 38 KVA S/SUPORTE	UND  	46	46			46	0	 R$ 98,00 	 R$ -   	 R$ 4.508,00 	B-02-01-3A4974			 4.508,00   		
2	B-02-01-4A	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-02-01-4A4560			 2.705,00   		
2	B-02-02-1A	3723	ISOLADOR DE PORCELANA CASTANHA 54-1-1	UND  	174	174			174	0	 R$ 1,18 	 R$ -   	 R$ 205,32 	B-02-02-1A3723			 205,32   		
2	B-02-02-1B	5068	PORTA FUSÍVEL YKF CO-15 C/PROLONGADOR 2KA - CARTUCHO VERMELHO	UND  	327	327			327	0	 R$ 24,92 	 R$ -   	 R$ 8.148,84 	B-02-02-1B5068			 8.148,84   		
2	B-02-02-2A	3760	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L – HENGDA	UND  	96	96			96	0	 R$ 34,00 	 R$ -   	 R$ 3.264,00 	B-02-02-2A3760			 3.264,00   		
2	B-02-02-2B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-02-02-2B5059			 8.174,40   		
2	B-02-02-3A	4974	CHAVE FUSIVEL 38 KVA S/SUPORTE	UND  	48	48			48	0	 R$ 98,00 	 R$ -   	 R$ 4.704,00 	B-02-02-3A4974			 4.704,00   		
2	B-02-02-3B	4974	CHAVE FUSIVEL 38 KVA S/SUPORTE	UND  	48	48			48	0	 R$ 98,00 	 R$ -   	 R$ 4.704,00 	B-02-02-3B4974			 4.704,00   		
2	B-02-02-4A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-02-02-4A4729			 4.015,20   		
2	B-02-02-4B	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-02-02-4B4560			 2.705,00   		
2	B-02-03-1A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-02-03-1A4729			 4.015,20   		
2	B-02-03-1B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-02-03-1B4729			 4.015,20   		
2	B-02-03-2A	3760	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L – HENGDA	UND  	96	96			96	0	 R$ 34,00 	 R$ -   	 R$ 3.264,00 	B-02-03-2A3760			 3.264,00   		
2	B-02-03-2B	3760	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L – HENGDA	UND  	96	96			96	0	 R$ 34,00 	 R$ -   	 R$ 3.264,00 	B-02-03-2B3760			 3.264,00   		
2	B-02-03-3A	4974	CHAVE FUSIVEL 38 KVA S/SUPORTE	UND  	48	48			48	0	 R$ 98,00 	 R$ -   	 R$ 4.704,00 	B-02-03-3A4974			 4.704,00   		
2	B-02-03-3B	4974	CHAVE FUSIVEL 38 KVA S/SUPORTE	UND  	48	48			48	0	 R$ 98,00 	 R$ -   	 R$ 4.704,00 	B-02-03-3B4974			 4.704,00   		
2	B-02-03-4A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-02-03-4A4729			 4.015,20   		
2	B-02-03-4B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-02-03-4B4729			 4.015,20   		
2	B-02-04-1A	3723	ISOLADOR DE PORCELANA CASTANHA 54-1-1	UND  	978	978			978	0	 R$ 1,18 	 R$ -   	 R$ 1.154,04 	B-02-04-1A3723			 1.154,04   		
2	B-02-04-1B	3723	ISOLADOR DE PORCELANA CASTANHA 54-1-1	UND  	1800	1.800			1800	0	 R$ 1,18 	 R$ -   	 R$ 2.124,00 	B-02-04-1B3723			 2.124,00   		
2	B-02-04-2B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-02-04-2B5059			 8.174,40   		
2	B-02-04-3A	4972	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L – YIKUN	UND  	161	161			161	0	 R$ 50,00 	 R$ -   	 R$ 8.050,00 	B-02-04-3A4972			 8.050,00   		
2	B-02-04-3B	4974	CHAVE FUSIVEL 38 KVA S/SUPORTE	UND  	48	48			48	0	 R$ 98,00 	 R$ -   	 R$ 4.704,00 	B-02-04-3B4974			 4.704,00   		
2	B-02-04-4A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-02-04-4A4729			 4.015,20   		
2	B-02-04-4B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-02-04-4B4729			 4.015,20   		
2	B-02-05-1A	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	72	72			72	0	 R$ 4,10 	 R$ -   	 R$ 295,20 	B-02-05-1A4977			 295,20   		
2	B-02-05-1B	4972	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L – YIKUN	UND  	127	127			127	0	 R$ 50,00 	 R$ -   	 R$ 6.350,00 	B-02-05-1B4972			 6.350,00   		
2	B-02-05-2A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-02-05-2A5059			 8.174,40   		
2	B-02-05-2B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-02-05-2B5059			 8.174,40   		
2	B-02-05-3A	4972	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L – YIKUN	UND  	162	162			162	0	 R$ 50,00 	 R$ -   	 R$ 8.100,00 	B-02-05-3A4972			 8.100,00   		
2	B-02-05-3B	4972	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L – YIKUN	UND  	162	162			162	0	 R$ 50,00 	 R$ -   	 R$ 8.100,00 	B-02-05-3B4972			 8.100,00   		
2	B-02-05-4A	5068	PORTA FUSÍVEL YKF CO-15 C/PROLONGADOR 2KA - CARTUCHO VERMELHO	UND  	746	746			746	0	 R$ 24,92 	 R$ -   	 R$ 18.590,32 	B-02-05-4A5068			 18.590,32   		
2	B-02-05-4B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-02-05-4B4729			 4.015,20   		
2	B-02-06-1A	5068	PORTA FUSÍVEL YKF CO-15 C/PROLONGADOR 2KA - CARTUCHO VERMELHO	UND  	360	360			360	0	 R$ 24,92 	 R$ -   	 R$ 8.971,20 	B-02-06-1A5068			 8.971,20   		
2	B-02-06-1B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-02-06-1B4729			 4.015,20   		
2	B-02-06-2A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-02-06-2A5059			 8.174,40   		
2	B-02-06-2B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-02-06-2B5059			 8.174,40   		
2	B-02-06-3A	4972	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L – YIKUN	UND  	162	162			162	0	 R$ 50,00 	 R$ -   	 R$ 8.100,00 	B-02-06-3A4972			 8.100,00   		
2	B-02-06-3B	4972	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L – YIKUN	UND  	162	162			162	0	 R$ 50,00 	 R$ -   	 R$ 8.100,00 	B-02-06-3B4972			 8.100,00   		
2	B-02-06-4A	5068	PORTA FUSÍVEL YKF CO-15 C/PROLONGADOR 2KA - CARTUCHO VERMELHO	UND  	720	720			720	0	 R$ 24,92 	 R$ -   	 R$ 17.942,40 	B-02-06-4A5068			 17.942,40   		
2	B-02-06-4B	5068	PORTA FUSÍVEL YKF CO-15 C/PROLONGADOR 2KA - CARTUCHO VERMELHO	UND  	720	720			720	0	 R$ 24,92 	 R$ -   	 R$ 17.942,40 	B-02-06-4B5068			 17.942,40   		
2	B-02-07-1A	3715	CHAVE FUSÍVEL 15kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	39	39			39	0	 R$ 83,98 	 R$ -   	 R$ 3.275,22 	B-02-07-1A3715			 3.275,22   		
2	B-02-07-1B	3860	MÓDULO DE MEDIDA MODELO MEP01-C/CR  120V 15(100)A  CL1.0 1600imp 60Hz	UND  	480	480			480	0	 R$ 59,30 	 R$ -   	 R$ 28.464,00 	B-02-07-1B3860			 28.464,00   		
2	B-02-07-2A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-02-07-2A5059			 8.174,40   		
2	B-02-07-2B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-02-07-2B5059			 8.174,40   		
2	B-02-07-3A	4972	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L – YIKUN	UND  	162	162			162	0	 R$ 50,00 	 R$ -   	 R$ 8.100,00 	B-02-07-3A4972			 8.100,00   		
2	B-02-07-3B	4972	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L – YIKUN	UND  	162	162			162	0	 R$ 50,00 	 R$ -   	 R$ 8.100,00 	B-02-07-3B4972			 8.100,00   		
2	B-02-07-4A	3759	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA C/SUPORTE L	UND  	82	82			82	0	 R$ 46,79 	 R$ -   	 R$ 3.836,78 	B-02-07-4A3759			 3.836,78   		
