Material	Descrição do item	Código NCM	Preço R$
11014	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11015	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11016	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11017	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11018	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11019	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11020	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11021	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11022	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11023	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11024	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11025	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11026	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11027	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11028	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11029	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11030	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11031	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11032	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11033	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11034	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11035	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11036	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11037	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11038	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11039	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11040	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11041	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11042	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11043	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11044	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11045	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11046	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11047	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11048	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11049	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11050	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11051	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11052	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11053	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11054	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11055	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11056	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11057	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11058	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11059	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11060	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11061	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11062	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11063	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11064	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11065	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11066	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11067	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11068	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11069	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11070	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11071	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11072	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11073	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11074	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11075	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11076	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11077	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11078	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11079	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11080	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11081	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11082	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11083	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11084	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11085	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11086	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11087	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
11088	CABO FLEXIVEL 750V PVC 2,50MM AV 70G CBFLEX 2,50	8544.49.00	R$ 0,00
10988	CABO FLEXIVEL 750V PVC 2,50MM VM 70G CBFLEX 2,50 CONDUSCABOS	8544.49.00	R$ 0,00
4377	CABO FLEXÍVEL ANTICHAMA BWF 2,5MM² 450/750V PRETO (100 METROS)	8544.59.00	R$ 0,48
4819	CABO FLEXÍVEL PP 2 VIAS 2X0.50MM² DE COBRE 500V	8544.49.00	R$ 0,65
3787	CABO FLEXÍVEL PP 3 VIAS P/ACOPLAMENTO (CABO CONTROLE)	8544.59.00	R$ 8,75
6668	CABO FORÇA 3X0,75MM 500V 180G 1,2M	8544.42.00	R$ 10,49
8111	CABO HDMI 10 METROS	8544.42.00	R$ 49,26
9006	CABO IDP 680-280	8544.20.00	R$ 226,09
9403	CABO M1000 ÓPTICO	8544.42.00	R$ 0,00
9344	CABO MANGA (DB9M x DB9F) 12M	8536.90.40	R$ 195,00
10153	CABO MULTICÂMERAS 4P	8544.49.00	R$ 0,00
10457	CABO MULTILAN U/UTP 24AWGX4P CAT.6 CM VM ROHS BOB	8544.49.00	R$ 3,72
11211	CABO MULTILAN U/UTP 24AWGX4P CAT.6 CM VM ROHS BOB	8544.49.00	R$ 0,00
9724	CABO PADRÃO P/ ATERRAMENTO #4mm² ISOL AMARELO/VERDE	8544.49.00	R$ 3,44
10661	Cabo para rádio PX (B-3001)	8517.12.11	R$ 0,00
9289	CABO PP 2 COND.2.50MM	8544.49.00	R$ 0,00
8353	CABO PP 2 VIAS 2,5mm²	8544.49.00	R$ 0,00
9649	CABO PP 5 VIAS 6mm	8544.49.00	R$ 36,35
4807	CABO PP FLEXÍVEL DE 2VIAS 1,0 MM² - 750V PRETO	8544.59.00	R$ 0,48
5745	CABO RÍGIDO 16MM² 0,6/1KV	8544.59.00	R$ 4,91
8038	CABO SERIAL DB9 MACHO E FÊMEA 10 METROS	8544.42.00	R$ 151,30
10526	CABO SINGELO 0.4/2.5 PRETO	8544.49.00	R$ 1,60
11190	CABO SINGELO 0.4/2.5 PRETO (TELECAM)	8544.49.00	R$ 0,00
11179	CABO SINGELO 0.4/2.5 VERMELHO	8544.49.00	R$ 0,00
10510	CABO SINGELO 0.4/2.5 VERMELHO	8544.49.00	R$ 3,50
9652	CABO TRIPE PARA CAMERA 10 MTS	8544.42.00	R$ 110,00
8040	CABO USB A/B 5M (CABO DE IMPRESSORA)	8544.42.00	R$ 0,00
9834	CABO USB COM 90CM	8544.42.00	R$ 25,10
7351	CABO USB SERIAL TRENDNET TU-S9	8544.42.00	R$ 134,00
9402	CABO USB/SERIAL	8544.42.00	R$ 0,00
8041	CABO UTP CAT 5E BLINDADO - 10 METROS	8544.49.00	R$ 79,90
5444	CABO VGA X VGA 3M	8544.42.00	R$ 9,90
9381	CADEADO 50 MM PADO	8301.10.00	R$ 21,00
4368	CADEADO DE LATÃO TIPO E-50 - PAPAIZ	8301.10.00	R$ 31,95
3635	CADEADO DE LATÃO, TAMANHO 20 MM	8301.10.00	R$ 18,00
3634	CADEADO DE LATÃO, TAMANHO 25 MM	8301.10.00	R$ 15,20
3636	CADEADO DE LATÃO, TAMANHO 30 MM	8301.10.00	R$ 16,80
9373	CADEADO DE LATÃO, TAMANHO 35 MM	8301.10.00	R$ 17,90
9856	CADEIRA CAIXA EXECUTIVA COM BACK SYSTEM BRAÇOS REGULAVEIS	9403.20.00	R$ 587,00
8088	CADEIRA COM TELA C/ BACK SYSTEM II	9403.20.00	R$ 580,00
9224	CADEIRA EXECUTIVA C/BRAÇO E BACK	9401.71.00	R$ 431,27
9225	CADEIRA EXECUTIVA S/BRAÇO	9401.71.00	R$ 188,63
8430	CADEIRA FIXA	9403.30.00	R$ 83,30
8323	CADEIRA PLASTICA - BRANCA	9401.80.00	R$ 59,90
10622	CADEIRA PRESIDENTE GIRATÓRIA ALMOFADADA PRETA PARA ESCRITÓRIO	9401.30.90	R$ 0,00
4495	CADEIRA SECRETÁRIA EXECUTIVA BACK SYSTEM BRAÇO REGULÁVEL	9403.20.00	R$ 679,50
9685	CADEIRA UNIVERSITÁRIA PRETA C/ PRANCHETA LATERAL	9403.20.00	R$ 204,95
9807	CADERNO CAPA DURA ESPIRAL GRANDE 96 FOLHAS	4820.20.00	R$ 5,90
4012	CADERNO ESPIRAL C/FLEX  1/4 98FL (Pequeno)	4820.20.00	R$ 3,22
4013	CADERNO ESPIRAL C/FLEX  200 FL (GRANDE)	4820.20.00	R$ 12,78
8615	CAFÉ EM PÓ - 500 G	0901.21.00	R$ 15,90
4310	CAFÉ EM PÓ 250GM	0901.21.00	R$ 4,99
8342	CAFETEIRA	8516.71.00	R$ 268,80
9338	CAFETEIRA DOLCE AROME INOX 220V	8516.71.00	R$ 222,60
9043	CAFETEIRA DOLCE GUSTO	8516.71.00	R$ 0,00
4018	CAIXA ARQUIVO PAPELÃO OF A25/L14/C36CM	4819.10.00	R$ 4,15
8851	CAIXA ATERR/INSP ABS PQ 252X230MM PT LMG 2446	3925.90.90	R$ 6,89
8994	CAIXA AUX FERRAMENTA 500 X 600 X 600 GR	8716.90.90	R$ 530,00
8498	CAIXA BOTOEIRA 22MM MURAIS VAZIA BMX101 CZ 1 FURO	3925.90.90	R$ 23,84
4808	CAIXA CONEX P/LIGAÇÃO CONSUMIDOR COR BRANCA	8537.10.19	R$ 15,40
4809	CAIXA CONEX P/LIGAÇÃO CONSUMIDOR COR PRETA	8537.10.19	R$ 15,40
5927	CAIXA CONTENTORA 31X36X55 55 LITROS	3923.90.00	R$ 34,00
9897	CAIXA CONTENTORA 46 L	3923.90.00	R$ 0,00
3792	CAIXA DAE -(CAIXA DE DERIVAÇÃO PADRÃO EM POLICARBONATO)	8538.10.00	R$ 32,45
7127	CAIXA D'ÁGUA 10.000LT EM POLIETILENO	3925.10.00	R$ 0,00
8003	CAIXA DE ABRIGO DE MANGUEIRAS  70X50X25	3917.40.90	R$ 525,00
4817	CAIXA DE ATERRAMENTO	8537.10.19	R$ 4,04
9106	CAIXA DE ATERRAMENTO N1 PADRAO 200MM X 232MM	3917.29.00	R$ 8,39
8664	CAIXA DE BOMBOM	1806.31.10	R$ 8,99
9030	CAIXA DE CABO CAT 5	8544.49.00	R$ 420,00
9031	CAIXA DE CABO CAT 6	8544.49.00	R$ 729,90
9990	CAIXA DE CARGA 220V/ 15A CÓD.: 4700950 - PSAI	8536.90.90	R$ 560,49
10631	CAIXA DE CLIPS Nº 10	8305.90.00	R$ 0,00
9854	CAIXA DE CORRESPONDÊNCIA TRIPLA - FUMÊ	4202.12.10	R$ 69,90
4730	CAIXA DE DISPLAY COM PLACA DE IDENTIFICAÇÃO	8538.10.00	R$ 13,52
9456	CAIXA DE FERRAMENTAS C/ 5 GAVETAS	8716.90.90	R$ 89,00
9952	CAIXA DE FERRAMENTAS PARA LINE CESTO	8716.90.90	R$ 0,00
8326	CAIXA DE INSTALAÇÃO TIPO SOLO C/ TAMPA REFORÇADA	8538.10.00	R$ 0,00
11238	CAIXA DE MONTAGEM 600X600X200MM	8537.20.90	R$ 0,00
11237	CAIXA DE MONTAGEM 600X600X200MM - A.L.P. ANDALUZ	8537.20.90	R$ 0,00
10454	CAIXA DE MONTAGEM 600X600X200MM AE-6060-20	8537.20.90	R$ 395,00
10029	CAIXA DE PAPELÃO MULTIUSO medida 405mm x 333mm x 266mm	4819.10.00	R$ 22,50
9034	CAIXA DE PASSAGEM	3925.90.90	R$ 18,39
9430	CAIXA DE TESTE	9030.84.10	R$ 0,00
5718	CAIXA DERIVAÇÃO DED 1905	8205.59.00	R$ 32,45
5717	CAIXA DIFJ BT 100A PM-1759I1	8205.59.00	R$ 14,45
3795	CAIXA DO ACOPLADOR PRETA C/TAMPA 06CM X 3,3CM	8538.90.90	R$ 0,85
3870	CAIXA DO COLETOR	8538.10.00	R$ 173,03
9378	CAIXA GRANDE P/ ACOMODAÇÃO DE FERRAMENTAS	8716.90.90	R$ 0,00
3797	CAIXA MEDIDOR MONOFASICO EM POLICARBONATO, PM-1946 R4 E	8538.90.90	R$ 28,33
9783	CAIXA ORGANIZADORA PARA CFTV EM ABS UV 9X9X4CM	8535.10.00	R$ 6,45
10371	CAIXA P/ MED ENERGIA REG CLANS UNIFICADA	9030.39.90	R$ 0,00
4640	CAIXA P/ MÓDULO RF	8538.10.00	R$ 2,91
3801	CAIXA P/CONCENTRADOR MOD.AMPLA VS.ATUAL C/12 FUROS, 02 ENTRADAS LATERAL	8538.10.00	R$ 200,22
4820	CAIXA P/CONCENTRADOR MODELO LIGHT TAMANHO 600X400X225MM	8538.10.00	R$ 165,00
8344	CAIXA PALLET GLT	4415.20.00	R$ 440,00
6764	CAIXA PAPELÃO ONDULADA  390 X 320 X 310MM	4819.10.00	R$ 4,69
7380	CAIXA PAPELÃO ONDULADA 435 X 345 X 300MM (C X L X A) C/ DIV+TAB	4819.10.00	R$ 8,90
7561	CAIXA PAPELÃO TRIPEX 540X540X210	4819.10.00	R$ 5,68
7585	CAIXA PAPELÃO TRIPEX 550X370X250	4819.10.00	R$ 4,99
10455	CAIXA PAS ALU FUNDIDO 20X20X10 CX-PCT	7609.00.00	R$ 76,87
10541	CAIXA PASSAGEM SOB AL 300 X 300 X 120 MM C/TP 56123004	7609.00.00	R$ 188,15
3811	CAIXA PLASTICA (COELCE)	8538.10.00	R$ 165,00
8907	CAIXA POLICABORNATO	3925.90.90	R$ 17,16
8493	CAIXA SOB. 1 MODULO	3925.90.90	R$ 5,67
8495	CAIXA SOB. 2 MODULOS	3925.90.90	R$ 5,95
9429	CALCA 3C SERVICES (UNIFORME)	6104.69.00	R$ 45,00
4446	CALÇA ANTI-CHAMAS AZUL ROYAL TAMANHO P-EPI	6203.42.00	R$ 158,58
4481	CALÇA ANTI-CHAMAS PADRÃO ENEL TAMANHO G	6204.62.00	R$ 162,00
4483	CALÇA ANTI-CHAMAS PADRÃO ENEL TAMANHO GG	6204.62.00	R$ 120,00
4485	CALÇA ANTI-CHAMAS PADRÃO ENEL TAMANHO M	6204.62.00	R$ 162,00
4487	CALÇA ANTI-CHAMAS PADRÃO ENEL TAMANHO P	6203.42.00	R$ 120,00
8053	CALÇA ANTI-CHAMAS PADRÃO ENEL TAMANHO PP	6203.42.00	R$ 162,00
8733	CALÇA ANTI-CHAMAS PADRÃO ENEL TAMANHO XG	6204.62.00	R$ 130,00
5115	CALÇA ANTI-CHAMAS PADRÃO ENEL TAMANHO XGG	6204.62.00	R$ 120,00
8369	CALÇA ANTI-CHAMAS PADRÃO NOVO ENEL TAM G FEMININO	6203.42.00	R$ 0,00
8372	CALÇA ANTI-CHAMAS PADRÃO NOVO ENEL TAM GG FEMININO	6203.42.00	R$ 0,00
8373	CALÇA ANTI-CHAMAS PADRÃO NOVO ENEL TAM M FEMININO	6203.42.00	R$ 162,00
8371	CALÇA ANTI-CHAMAS PADRÃO NOVO ENEL TAM P FEMININO	6203.42.00	R$ 159,64
8370	CALÇA ANTI-CHAMAS PADRÃO NOVO ENEL TAM PP FEMININO	6203.42.00	R$ 0,00
8731	CALÇA ANTI-CHAMAS PADRÃO NOVO ENEL TAM PP FEMININO	6203.42.00	R$ 134,90
8374	CALÇA ANTI-CHAMAS PADRÃO NOVO ENEL TAM XG FEMININO	6203.42.00	R$ 0,00
3685	CALÇA CINZA PADRÃO CAM XGG	6203.42.00	R$ 24,76
4277	CALÇA EM BRIM 100% ALGODÃO CINZA FUNCIONARIO M 42-44 UNIF	6203.42.00	R$ 38,70
3686	CALÇA EM BRIM AZUL ROYAL TAM.G UNIF	6203.42.00	R$ 24,76
4949	CALÇA EM BRIM AZUL ROYAL TAM.GG UNIF	6203.42.00	R$ 24,76
4429	CALÇA EM BRIM AZUL ROYAL TAM.M UNIF	6203.42.00	R$ 24,76
4430	CALÇA EM BRIM AZUL ROYAL TAM.P UNIF	6203.42.00	R$ 24,76
8764	CALÇA FIRE DX C/REFLEXIVO GUARDIAN - EG	6203.42.00	R$ 138,00
3687	CALÇA FUNCIONÁRIO BRIM BEGE TAM.G 46-49 CAM UNIF	6203.42.00	R$ 0,00
4393	CALÇA FUNCIONÁRIO BRIM BEGE TAM.GG 50-53 CAM UNIF	6203.42.00	R$ 31,75
4394	CALÇA FUNCIONÁRIO BRIM BEGE TAM.M 42-45 CAM UNIF	6203.42.00	R$ 26,90
4396	CALÇA FUNCIONÁRIO BRIM BEGE TAM.PP 34-37 CAM UNIF	6203.42.00	R$ 29,07
4397	CALÇA FUNCIONÁRIO BRIM BEGE TAM.XG 54-60 CAM UNIF	6203.42.00	R$ 29,07
3683	CALÇA FUNCIONÁRIO BRIM PRETA TAM.G 46-48 UNIF	6203.42.00	R$ 39,78
4392	CALÇA FUNCIONÁRIO BRIM PRETA TAM.GG 50-52 UNIF	6203.42.00	R$ 39,78
8729	CALÇA FUNCIONÁRIO BRIM PRETA TAM.M 42-45 UNIF	6203.42.00	R$ 32,80
4390	CALÇA FUNCIONÁRIO BRIM PRETA TAM.P 38-40 UNIF	6203.42.00	R$ 38,46
4395	CALÇA FUNCIONÁRIO BRIM PRETA TAM.P 38-41 UNIF	6203.42.00	R$ 39,78
9972	CALÇA IMPERMEÁVEL - EXG	6210.10.00	R$ 0,00
9971	CALÇA IMPERMEÁVEL - G	6210.10.00	R$ 0,00
10052	CALÇA NR PADRÃO ENEL FX REFLETIVA TAM 38	6203.42.00	R$ 40,00
10053	CALÇA NR PADRÃO ENEL FX REFLETIVA TAM 40	6203.42.00	R$ 40,00
10054	CALÇA NR PADRÃO ENEL FX REFLETIVA TAM 42	6203.42.00	R$ 40,00
10055	CALÇA NR PADRÃO ENEL FX REFLETIVA TAM 44	6203.42.00	R$ 40,00
10056	CALÇA NR PADRÃO ENEL FX REFLETIVA TAM 46	6203.42.00	R$ 40,00
10057	CALÇA NR PADRÃO ENEL FX REFLETIVA TAM 48	6203.42.00	R$ 40,00
10058	CALÇA NR PADRÃO ENEL FX REFLETIVA TAM 50	6203.42.00	R$ 40,00
10059	CALÇA NR PADRÃO ENEL FX REFLETIVA TAM 52	6203.42.00	R$ 0,00
3688	CALÇA P/SUPERVISOR TAM 52 UNIF	6203.42.00	R$ 27,90
3588	CALÇA PADRAO AMPLA FAIXA REFLETIVA G	6203.42.00	R$ 31,80
4177	CALÇA PADRAO AMPLA FAIXA REFLETIVA GG	6203.42.00	R$ 40,00
4176	CALÇA PADRAO AMPLA FAIXA REFLETIVA M	6203.42.00	R$ 40,00
4175	CALÇA PADRAO AMPLA FAIXA REFLETIVA P	6203.42.00	R$ 40,00
4178	CALÇA PADRAO AMPLA FAIXA REFLETIVA XG	6203.42.00	R$ 40,00
8581	CALÇA PVC FORRADO AMARELO TAMANHO G	6210.10.00	R$ 15,50
9638	CALÇA SUPERVISOR BRIM NA COR AZUL JEANS TAM. 56	6309.00.10	R$ 54,60
4360	CALÇA SUPERVISOR BRIM NA COR AZUL JEANS TAM38	6203.42.00	R$ 47,50
4361	CALÇA SUPERVISOR BRIM NA COR AZUL JEANS TAM40	6203.42.00	R$ 47,50
4362	CALÇA SUPERVISOR BRIM NA COR AZUL JEANS TAM42	6203.42.00	R$ 47,50
4363	CALÇA SUPERVISOR BRIM NA COR AZUL JEANS TAM44	6203.42.00	R$ 47,50
3566	CALÇA SUPERVISOR BRIM NA COR AZUL JEANS TAM46	6203.42.00	R$ 47,50
3567	CALÇA SUPERVISOR BRIM NA COR AZUL JEANS TAM48	6203.42.00	R$ 32,35
3568	CALÇA SUPERVISOR BRIM NA COR AZUL JEANS TAM50	6203.42.00	R$ 32,50
3571	CALÇA SUPERVISOR BRIM NA COR AZUL JEANS TAM52	6203.42.00	R$ 26,50
4391	CALÇA SUPERVISOR TECIDO SOL A SOL VERDE TAM.40 - UNIF	6203.42.00	R$ 24,76
4414	CALÇA SUPERVISOR TECIDO SOL A SOL VERDE TAM.48 - UNIF	6203.42.00	R$ 27,00
4415	CALÇA SUPERVISOR TECIDO SOL A SOL VERDE TAM.50 - UNIF	6203.42.00	R$ 27,00
4416	CALÇA SUPERVISOR TECIDO SOL A SOL VERDE TAM.58 - UNIF	6203.42.00	R$ 27,00
10129	CALÇO	7318.22.00	R$ 0,00
8998	CALÇO BORRACHA 15 X 25  1 PAR	8708.99.90	R$ 85,00
9953	CALÇO DE AÇO PARA RODAS	4017.00.00	R$ 0,00
8683	CALÇO DE MADEIRA TIPO CUNHA, RAMPA RETA	4404.20.00	R$ 0,00
5351	CALÇO DE RODA DE MADEIRA	4401.39.00	R$ 0,00
9777	CALÇO DE RODA PARA CAMINHÃO	4017.00.00	R$ 115,77
9409	CALÇO DE RODAS SP230 15 TONELADAS	4016.99.90	R$ 105,00
9438	CALÇO DE SAPATA	7616.99.00	R$ 159,00
9017	CALÇO SAPATA BORRACHA VULC. P/CAMINHÃO 400x280x80MM	4016.99.90	R$ 218,00
9778	CALÇO SAPATA PARA ESTABILIZADOR GUINDAUTO	4017.00.00	R$ 190,00
5531	CALCULADORA	8470.10.00	R$ 20,34
9169	CALHA PORTA CONSTELLATION	3926.30.00	R$ 0,00
8506	CALHA RETA P/ BARRAMENTO	8547.20.90	R$ 30,00
10071	CALIBRADOR MONOFASICO IDF	9030.89.90	R$ 0,00
6795	CALIBRADOR PORTATIL 15A MTU-XV-CCC	9030.89.90	R$ 0,00
10106	CAMA SOLTEIRO	9403.50.00	R$ 0,00
6626	CAMELÃO P/ CABO 1/0 A 4/0 DISPOS. P/ TRACIONAR CABO	8426.99.00	R$ 118,91
6627	CAMELÃO P/ CABO 2 A 1/0 DISPOS. P/ TRACIONAR CABO	8426.99.00	R$ 113,38
6628	CAMELÃO P/ CABO 336,4 DISPOS. P/ TRACIONAR CABO	8426.99.00	R$ 200,25
6629	CAMELÃO P/ FIO 6 DISPOS. P/ TRACIONAR CABO	8426.99.00	R$ 84,50
9874	CAMERA DE CABINE USB 90 GRAUS C/ CABO 3M PRESILHA E U-CLIP	8525.80.29	R$ 0,00
8542	CAMERA DE TV / SIST. SEG - VHD 1120 B LENTE 2,8MM GERAÇÃO 3 - INTELBRÁS	8525.80.19	R$ 5.195,48
10157	CÂMERA DE TV 1120 VHD 1120 B G6	8525.80.19	R$ 0,00
10156	CÂMERA DE TV 3130 VHD 3130 B G6	8525.80.19	R$ 0,00
9704	CAMERA DE TV VHDM	8525.80.19	R$ 257,45
7464	CÂMERA DIGITAL BINÓCULO LCD 2	8517.12.31	R$ 0,00
10247	CÂMERA DOME FULL HD INFRA 15MT	8525.80.22	R$ 179,90
10248	CÂMERA DOME FULL HD INFRA 30MT	8525.80.22	R$ 198,90
9703	CAMERA DOME METAL 12 L	8525.80.19	R$ 185,36
7060	CÂMERA FILMADORA VEICULAR HD DVR VISÃO NOT.E VISOR LCD	8525.80.29	R$ 84,70
5152	CAMERA FOTOGRAFICA	8525.80.29	R$ 0,00
8512	CÂMERA FOTOGRÁFICA DIGITAL SONY DSC W800	8525.80.29	R$ 699,00
9782	CAMERA INTELBRAS INFRA DOME HDCVI 720P VHD 1010D 3,6MM	8525.80.22	R$ 115,67
8021	CAMERA INTELBRAS IP VIP 3230B	8525.80.22	R$ 0,00
10339	CÂMERA PORTÁTIL TA-21	8525.80.29	R$ 281,16
9707	CAMERA RET 18 L	8525.80.19	R$ 195,66
