MATERIAL	DESCRIÇÃO	UNID	TIPO DE MATERIAL	TEM CA?
8298	CAMISA POLO TÉCNICO MASC. AZUL DEGRADÊ G	UNID	OUTROS	-
8299	CAMISA POLO TÉCNICO FEM. AZUL DEGRADÊ G	UNID	OUTROS	-
8300	GUARDA PÓ 3/4 MANGAS CURTAS G	UNID	EPI/EPC/FERRAMENTAL	NÃO
8301	CAMISA POLO MASCULINA COORDENADOR G	UNID	OUTROS	-
8302	CAMISA POLO FEMININA COORDENADOR G	UNID	OUTROS	-
8303	CAMISA SOCIAL DE MANGA CURTA PORTARIA XXG	UNID	EPI/EPC/FERRAMENTAL	NÃO
8304	CAMISA POLO FEMININA COORDENADOR M	UNID	OUTROS	-
8305	CAMISA POLO FEMININA COORDENADOR P	UNID	OUTROS	-
8306	CAMISA POLO MASCULINA COORDENADOR GG	UNID	OUTROS	-
8307	CAMISA POLO MASCULINA COORDENADOR M	UNID	OUTROS	-
8308	CAMISA POLO MASCULINA COORDENADOR P	UNID	OUTROS	-
8309	CAMISA POLO MASCULINA COORDENADOR XG	UNID	OUTROS	-
8310	GUARDA PÓ 3/4 MANGAS CURTAS GG	UNID	EPI/EPC/FERRAMENTAL	NÃO
8311	GUARDA PÓ 3/4 MANGAS CURTAS M	UNID	EPI/EPC/FERRAMENTAL	NÃO
8312	GUARDA PÓ 3/4 MANGAS CURTAS P	UNID	EPI/EPC/FERRAMENTAL	NÃO
8313	CAMISA POLO TÉCNICO FEM. AZUL DEGRADÊ M	UNID	OUTROS	-
8314	CAMISA POLO TÉCNICO FEM. AZUL DEGRADÊ P	UNID	OUTROS	-
8315	CAMISA POLO TÉCNICO MASC. AZUL DEGRADÊ GG	UNID	OUTROS	-
8316	CAMISA POLO TÉCNICO MASC. AZUL DEGRADÊ M	UNID	OUTROS	-
8317	CAMISA POLO TÉCNICO MASC. AZUL DEGRADÊ P	UNID	OUTROS	-
8318	CAMISA POLO SUPERVISOR FEM. AZUL M (LISTRA NA MANGA)	UNID	OUTROS	-
8319	CAMISA POLO SUPERVISOR FEM. AZUL P (LISTRA NA MANGA)	UNID	OUTROS	-
8320	CAMISA POLO SUPERVISOR MASC. AZUL GG (LISTRA NA MANGA)	UNID	OUTROS	-
8321	CAMISA POLO SUPERVISOR MASC. AZUL M (LISTRA NA MANGA)	UNID	OUTROS	-
8322	CAMISA POLO SUPERVISOR MASC. AZUL P (LISTRA NA MANGA)	UNID	OUTROS	-
8334	QUADRO PARA 56 DISJUNTORES TRIFÁSICO 225A DE EMBUTIR	UNID	OUTROS	-
8335	DISJUNTOR DIFERENCIAL RESIDUAL DR 80A/30mA	UNID	OUTROS	-
8336	DISJUNTOR DIFERENCIAL RESIDUAL 125A/30mA	UNID	OUTROS	-
8337	DISJUNTOR DIFERENCIAL RESIDUAL DR 63A/30mA	UNID	OUTROS	-
8338	MEMÓRIA 8GB DDR4 2400MHZ PARA DESKTOP	UNID	OUTROS	-
8339	CHAVE CANHÃO 9mm ISOLADA	UNID	EPI/EPC/FERRAMENTAL	NÃO
8340	CHAVE CANHÃO 7mm ISOLADA	UNID	EPI/EPC/FERRAMENTAL	NÃO
8343	CELULA OTICA COM CABO DE 2 METROS SERIAL DB9	UNID	OUTROS	-
8349	COLA BASTÃO 10GR	UNID	ESCRITÓRIO	-
8408	LIVRO ATA S/ MARGEM 100 FLS	UNID	ESCRITÓRIO	-
8410	CABO DE REDE CAT5 DE COBRE 305mts	UNID	OUTROS	-
8411	CABO DE REDE CAT6 DE COBRE 305mts	UNID	OUTROS	-
8440	TERMINAL COMPRESSAO 1F/1C 50MM TM-10	UNID	OUTROS	-
8441	PINO BANANA PB084 VERMELHO	UNID	OUTROS	-
8454	LACRE ROTO SEAL II	UNID	OUTROS	-
8466	BATERIA PARA NOTEBOOK HP PROBOOK 6450B SIMILAR	UNID	OUTROS	-
8467	FITA DEMARCACAO DE SOLO 48MMX30MT - VERMELHA	UNID	OUTROS	-
8468	FITA DEMARCACAO DE SOLO 48MMX30MT - AMARELA	UNID	OUTROS	-
8469	LUVA ANTI CORTE KRYTECH 586 - TAM G	UNID	EPI/EPC/FERRAMENTAL	SIM
8503	SERRA TIPO COPO DE 48MM	UNID	EPI/EPC/FERRAMENTAL	NÃO
8511	TELEFONE PANASONIC S/ FIO DECT 6.0 KXTGB110LB C/ IDENTIFICADOR DE CHAMADAS	UNID	OUTROS	-
8512	CÂMERA FOTOGRÁFICA DIGITAL SONY DSC W800	UNID	OUTROS	-
8521	FITA ADESIVA ANTI-DERRAPANTE ROLO 50X5	UNID	OUTROS	-
8524	ETIQUETA PIMACO INKJET + LASER - PAPEL CARTA 6282	UNID	ESCRITÓRIO	-
8529	TERMOMETRO 174H DATA LOGGER PARA TEMPERATURA E UMIDADE - TESTO 174H S/ INTERFACE USB	UNID	OUTROS	-
8531	SINALIZADOR DE GARAGEM DE LED C/BIP BIVOLT	UNID	OUTROS	-
8562	ESPELHO CONVEXO 60CM DIAMETRO, ANTI ESTILHAÇAMENTO E BORDA DE BORRACHA	UNID	OUTROS	-
8563	TERMOMETRO 174H DATA LOGGER PARA TEMPERATURA E UMIDADE TESTO 174H C/ INTERFACE USB	UNID	OUTROS	-
8567	CAMISA SOCIAL MASC. MANGA LONGA TRAD. JEANS TAM. M 	UNID	OUTROS	-
8568	CAMISA SOCIAL MASC. MANGA LONGA TRAD. JEANS TAM. G 	UNID	OUTROS	-
8569	CAMISETE SOCIAL FEM. MANGA LONGA TRAD. JEANS TAM. M 	UNID	OUTROS	-
8570	CAMISETE SOCIAL FEM. MANGA LONGA TRAD. JEANS TAM. G	UNID	OUTROS	-
8574	GALAO DE COMBUSTIVEL SEAFLO 5L VERMELHO C/ BICO P/ CONTROLE	UNID	OUTROS	-
8576	"ESMERILHADEIRA ELETR 4.1/2"" 600W"	UNID	EPI/EPC/FERRAMENTAL	NÃO
8578	ALCOOL GEL 70º SANITIZANTE P/ MAOS PUMP 400ML	UNID	OUTROS	-
8579	ENTORNO LABORAL A1/B1 EDICION AMPLIADA + AUDIO DESCARGABLE	UNID	OUTROS	-
8587	ALCOOL GEL 70o SANITIZANTE P/ MAOS 1L	UNID	OUTROS	-
8588	ALCOOL EM GEL 70% 5L	UNID	OUTROS	-
8605	TERMOMETRO DIGITAL	UNID	OUTROS	-
8606	PAPEL TOALHA INTERFOLHA BRANCO	UNID	OUTROS	-
8613	PRODUTO DE ACRÍLICO SOB MEDIDA	UNID	OUTROS	-
8624	HIPOCLORITO 1% 5LT CORDEX	UNID	OUTROS	-
8625	PANO MULTIUSO ROLO 300M BRANCO	ROLO	OUTROS	-
8626	BORRIFADOR PLÁSTICO 500ML	UNID	OUTROS	-
8627	LUVA P/ LIMPEZA AMARELA	PAR  	OUTROS	-
8628	LUVA DESCARTAVEL C/ PO - CX C/ 100 UNID	PAR  	OUTROS	-
8649	REFLETOR PRETO SUPER LED 100W 6000K BIVOLT	UNID	OUTROS	-
8653	ÓLEO LUBRIFICANTE SPRAY	UNID	OUTROS	-
8662	MASCARA REUTILIZAVEL DE TECIDO	UNID	OUTROS	-
8664	CAIXA DE BOMBOM	UNID	OUTROS	-
8669	SAQUINHO PARA MASCARA DE TECIDO	UNID	OUTROS	-
8676	SMARTPHONE MULTILASER MS40G DUAL SIM	UNID	OUTROS	-
8684	LEITOR DE CARTÃO DE MEMÓRIA	UNID	ESCRITÓRIO	-
8702	ADAPTADOR WIRELESS N 300 MBPS USB MINI TP LINK	UNID	OUTROS	-
8719	CAMISA POLO FEMININA COORDENADOR GG	UNID	OUTROS	-
8724	TORNEIRA AUTOMATICA	UNID	OUTROS	-
8725	TORNEIRA PAREDE	UNID	OUTROS	-
8726	CAMISA SOCIAL MASC. MANGA LONGA JEANS TAM. P	UNID	OUTROS	-
8727	CAMISETE SOCIAL FEM. MANGA LONGA JEANS TAM. GG	UNID	OUTROS	-
8728	CAMISA SOCIAL MASC. MANGA LONGA JEANS TAM. GG	UNID	OUTROS	-
8729	CALÇA FUNCIONÁRIO BRIM PRETA TAM.M 42-45 UNIF	UNID	OUTROS	-
8736	RESERVATÓRIO P/ DISPENSER 	UNID	OUTROS	-
8752	SACO DE RAFIA 50 UNID	UNID	OUTROS	-
8777	CABO DE TENSÃO 12M DA BUCHA DE ALTA HIPOT	UNID	OUTROS	-
8795	CAMISA SOCIAL BRANCA MANGA CURTA SECRETÁRIA	UNID	OUTROS	-
8796	CAMISA SOCIAL BRANCA MANGA LONGA SECRETÁRIA	UNID	OUTROS	-
8800	PORTA FOLDER ACRÍLICO A4	UNID	OUTROS	-
8801	PORTA FOLDER ACRÍLICO A3	UNID	OUTROS	-
8803	ANILHA P/ CABO ELÉTRICO N° 0	UNID	OUTROS	-
8804	ANILHA P/ CABO ELÉTRICO N° 1	UNID	OUTROS	-
8805	ANILHA P/ CABO ELÉTRICO N° 2	UNID	OUTROS	-
8806	ANILHA P/ CABO ELÉTRICO N° 3	UNID	OUTROS	-
8807	ANILHA P/ CABO ELÉTRICO N° 4	UNID	OUTROS	-
8808	ANILHA P/ CABO ELÉTRICO N° 5	UNID	OUTROS	-
8809	ANILHA P/ CABO ELÉTRICO N° 6	UNID	OUTROS	-
8810	ANILHA P/ CABO ELÉTRICO N° 7	UNID	OUTROS	-
8811	ANILHA P/ CABO ELÉTRICO N° 8	UNID	OUTROS	-
8812	ANILHA P/ CABO ELÉTRICO N° 9	UNID	OUTROS	-
8813	SIRENE ELETROMECANICA	UNID	OUTROS	-
8814	TAPETE ISOLANTE ELÉTRICO 50kv 1000 x 1000 x 6,4M	UNID	OUTROS	-
8820	ETIQUETA PAINEL NAMEPLATE 1(10)A	UNID	OUTROS	-
8830	LUVA ANTI-CORTE TAM M	UNID	EPI/EPC/FERRAMENTAL	SIM
8832	HD P/ NOTEBOOK 500GB	UNID	OUTROS	-
8844	CAPA DE LINE GUITON MODERNO	UNID	OUTROS	-
8846	ACOPLAMENTO NEWKON 2P+7 32A 200/250V 6H AZ N32	UNID	OUTROS	-
8847	TERMINAL PINO ISOLADO 4/6MM² AM TPP-6-12 (TPP-23)	UNID	OUTROS	-
8848	TERMINAL PINO C/ ISOL 16MM² AZ TPP-16-16	UNID	OUTROS	-
8849	"HASTE DE ATERRAMENTO AC 5/8""X3M IH-1058AC"	UNID	OUTROS	-
8850	"GRAMPO ATERRAMENTO 5/8"" TH-58"	UNID	OUTROS	-
8851	CAIXA ATERR/INSP ABS PQ 252X230MM PT LMG 2446	UNID	OUTROS	-
8852	BUCHAS S-12	UNID	OUTROS	-
8853	PARAFUSO S-12	UNID	OUTROS	-
8854	"ABRAÇADEIRA COPO 3/4"" C-3/4"	UNID	OUTROS	-
8855	"ABRAÇADEIRA COPO 1"" C-1"	UNID	OUTROS	-
8856	DISJUNTOR MINI 3P 100A CURVA C 3KA SDD3C100	UNID	OUTROS	-
8857	DISJUNTOR MINI 3P 70A CURVA C 4,5KA SDD63C40	UNID	OUTROS	-
8858	DISJUNTOR MINI 3P 40A CURVA C 3KA SDD63C40	UNID	OUTROS	-
8859	DISJUNTOR MINI 2P 32A CURVA 3KA SDD62C32	UNID	OUTROS	-
8860	DISJUNTOR MINI 1P 20A CURVA C 3KA SDD61C20	UNID	OUTROS	-
8861	INTERRUPTOR DIFERENCIAL 2P 40A 30mA SDR24030	UNID	OUTROS	-
8862	QUADRO DE DISTRUIBUIÇÃO 16 DISJ REF.: 7033 GOMES	UNID	OUTROS	-
8864	HD SEAGATE BARRACUDA 1TB	UNID	OUTROS	-
8871	ESCADA DE FIBRA DE VIDRO C/ 7 DEGRAUS ANTIDERRAPANTES	UNID	OUTROS	-
8894	PLUGUE TOMADA MACHO 2P 180º BRANCO 10A/250V WEG	UNID	OUTROS	-
8897	JAQUETA ANTI-CHAMAS PADRÃO ENEL TAM. P	UNID	EPI/EPC/FERRAMENTAL	SIM
8898	JAQUETA ANTI-CHAMAS PADRÃO ENEL TAM. M	UNID	EPI/EPC/FERRAMENTAL	SIM
8899	JAQUETA ANTI-CHAMAS PADRÃO ENEL TAM. G	UNID	EPI/EPC/FERRAMENTAL	SIM
8900	JAQUETA ANTI-CHAMAS PADRÃO ENEL TAM. GG	UNID	EPI/EPC/FERRAMENTAL	SIM
8908	ROÇADEIRA A GASOLINA FS80 STHIL	UNID	OUTROS	-
8909	MOTO ESMERIL DE BANCADA 350W BIVOLT ME6 FERRARI	UNID	EPI/EPC/FERRAMENTAL	NÃO
8910	PINO BANANA PB084 AMARELO	UNID	OUTROS	-
8911	PINO BANANA PB084 AZUL	UNID	OUTROS	-
8912	PINO BANANA PB084 PRETO	UNID	OUTROS	-
8917	FONTE DE ALIMENTAÇÃO ATX REAL BLUECASE 500W	UNID	OUTROS	-
8933	LEITOR SEM FIO ZEBRA DS227B IMAGER QR CODE 1D E 2D	UNID	OUTROS	-
8937	ADESIVO BRANCO FOSCO IMPRESSO 29X14CM C/CORTE RETO	UNID	OUTROS	-
8938	ADESIVO LOGO 3C 7X7CM 4/1 CORES C/CORTE DE FACA ESPECIAL	UNID	OUTROS	-
8943	CABO DE COBRE NU 35MM NORMATIZADO	UNID	OUTROS	-
8944	CONECTOR SPLIT BOLT DE 35MM	UNID	OUTROS	-
8947	CAMISA SOCIAL MASC. INDIGO TAM. M	UNID	OUTROS	-
8948	CAMISA SOCIAL MASC. INDIGO TAM. G	UNID	OUTROS	-
8949	CAMISA SOCIAL MASC. INDIGO TAM. GG	UNID	OUTROS	-
8950	CAMISA SOCIAL FEM. MANGA LONGA INDIGO TAM. M	UNID	OUTROS	-
8951	CAMISA SOCIAL FEM. MANGA LONGA INDIGO TAM. G	UNID	OUTROS	-
8956	GARRINHA JACARE 28MM PRETA	UNID	OUTROS	-
8960	LAMPADA MI 90 40ma 110V	UNID	OUTROS	-
9015	MOLA HIDRAULICA AEREA P/ PORTA ATÉ 1.100MM DORMA	UNID	OUTROS	-
9017	CALÇO SAPATA BORRACHA VULC. P/ CAMINHÃO 400X28	UNID	OUTROS	-
9018	ROLO DE SACO PLASTICO 30X40	ROLO	OUTROS	-
9021	CINTA BAP3 1200 C/PARAF.	UNID	OUTROS	-
9030	CAIXA DE CABO CAT 5	UNID	OUTROS	-
9031	CAIXA DE CABO CAT 6	UNID	OUTROS	-
9032	ABRAÇADEIRA TIGRE DE ENCAIXE	UNID	OUTROS	-
9033	TUBO CONDULETE DE 1/2 COM 3 METROS	UNID	OUTROS	-
9034	CAIXA DE PASSAGEM	UNID	OUTROS	-
9099	ADESIVO LIVRE PARADA 29,7 X 21 CM COM CORTE RETO	UNID	OUTROS	-
9100	CABINHO 4,0MM 750V PRETO METRO	UNID	OUTROS	-
9102	CABINHO 4,0MM 750V AZUL METRO	UNID	OUTROS	-
9103	CONECTOR 5/8 TIPO U	UNID	OUTROS	-
9104	MINI DISJUNTOR 3P 100A CURVA 5KA 230/400V	UNID	OUTROS	-
9105	DISJUNTOR CAIXA MOLDADA TRIP 150A 22/12/6KA	UNID	OUTROS	-
9106	CAIXA DE ATERRAMENTO N1 PADRAO 200MM X 232MM	UNID	OUTROS	-
9143	PORTA BANNER COM GARRAS 2,20M TRIPE SUPORTE ALUMINIO	UNID	OUTROS	-
9157	QUADRO BRANCO MAGNETICO 120X90	UNID	OUTROS	-
9213	DISPLAY MULTIUSO A3 PARA INFORMATIVOS	UNID	OUTROS	-
9214	DISJUNTOR MINI 2P 25A CURVA C 3KA SDD62C25	UNID	OUTROS	-
9215	DISJUNTOR MINI 2P 40A CURVA C 3KA SDD62C40	UNID	OUTROS	-
9216	DISJUNTOR MINI 2P 20A CURVA C 3KA SDD62C20	UNID	OUTROS	-
9219	LIXEIEA C/RODAS 240LTS LARANJA MARCA NOBRE	UNID	OUTROS	-
